year,month,day,latitude,longitude,depth,mag
2010,4,11,36.965,-3.542,609.8,6.3
2010,4,11,-10.878,161.116,21,6.9
2010,4,10,-20.114,-176.223,273.2,6
2010,4,7,-3.76,141.943,23,6
2010,4,6,2.383,97.048,31,7.8
2010,4,5,-0.183,125.009,25,6.2
2010,4,4,32.2861667,-115.2953333,9.987,7.2
2010,4,2,-36.227,-72.878,24,6
2010,3,30,13.667,92.831,34,6.6
2010,3,28,-35.387,-73.385,29.9,6
2010,3,26,-27.953,-70.821,42,6.3
2010,3,25,13.827,120.071,16,6
2010,3,20,-3.361,152.245,414.6,6.6
2010,3,16,-36.217,-73.257,18,6.7
2010,3,15,-35.802,-73.158,14,6.2
2010,3,14,37.745,141.59,32,6.5
2010,3,14,-1.692,128.135,53,6.4
2010,3,11,-34.47,-72.004,31.5,6
2010,3,11,-34.326,-71.799,18,7
2010,3,11,-34.29,-71.891,11,6.9
2010,3,8,19.348,144.743,427,6.1
2010,3,8,38.864,39.986,12,6.1
2010,3,7,-16.236,-115.296,18,6.3
2010,3,5,-3.762,100.991,26,6.8
2010,3,5,-36.665,-73.374,18,6.6
2010,3,5,-36.631,-73.223,29.9,6.1
2010,3,4,-22.227,-68.328,114,6.3
2010,3,4,-13.571,167.227,176,6.5
2010,3,4,-33.216,-72.125,24.2,6
2010,3,4,22.918,120.795,21,6.3
2010,3,3,-36.61,-73.36,20,6.1
2010,2,28,-34.903,-71.617,46,6.2
2010,2,27,-34.7,-71.827,35,6
2010,2,27,-33.422,-71.828,31.1,6.2
2010,2,27,-36.354,-73.208,19,6.1
2010,2,27,-24.872,-65.602,10,6.3
2010,2,27,-33.281,-71.955,35,6
2010,2,27,-37.878,-73.545,20,6
2010,2,27,-34.749,-72.427,35,6.1
2010,2,27,-37.773,-75.048,35,7.4
2010,2,27,-36.869,-72.673,35,6
2010,2,27,-33.878,-71.943,35,6
2010,2,27,-34.867,-72.614,35,6.2
2010,2,27,-31.663,-69.141,39.8,6
2010,2,27,-36.122,-72.898,22.9,8.8
2010,2,26,25.93,128.425,25,7
2010,2,22,-23.626,-176.036,15,6
2010,2,18,42.587,130.703,577.7,6.9
2010,2,15,-7.217,128.723,126,6.2
2010,2,13,-21.902,-174.767,11,6.1
2010,2,9,-15.053,-173.492,10,6.1
2010,2,7,23.488,123.615,21,6.3
2010,2,6,46.836,152.731,30,6
2010,2,5,-47.911,99.593,1,6.2
2010,2,1,-6.112,154.463,32,6.2
2010,1,17,-57.664,-65.879,5,6.3
2010,1,12,18.387,-72.784,10,6
2010,1,12,18.443,-72.571,13,7
2010,1,10,40.652,-124.6925,28.737,6.5
2010,1,9,-9.131,157.626,12,6.2
2010,1,5,-9.05,157.892,35,6
2010,1,5,-9.019,157.551,15.4,6.8
2010,1,5,-58.173,-14.695,13,6.8
2010,1,3,-8.783,157.354,10,7.1
2010,1,3,-8.726,157.487,10,6.6
2010,1,2,12.424,141.949,8,6.1
2009,12,31,-59.401,-150.975,10,6
2009,12,26,-5.53,131.205,85,6.1
2009,12,24,42.245,134.719,392,6.3
2009,12,23,-1.434,99.393,19,6
2009,12,19,-10.108,33.818,6,6
2009,12,19,23.796,121.605,43,6.4
2009,12,14,-5.958,154.444,39,6
2009,12,10,53.417,152.756,656.2,6.3
2009,12,9,2.759,95.91,21,6
2009,12,9,-0.642,-21.072,10,6.4
2009,12,9,-22.15,170.963,45,6.4
2009,12,3,-56.476,-122.321,10,6
2009,11,28,5.326,126.288,38.8,6.1
2009,11,28,-29.216,-177.018,28,6
2009,11,28,-10.403,118.885,15,6
2009,11,24,-20.708,-174.035,18,6.8
2009,11,22,-31.569,179.467,435.7,6.2
2009,11,22,-17.794,-178.425,522.6,6.4
2009,11,17,52.123,-131.395,17,6.6
2009,11,14,-22.965,-66.641,220.4,6.2
2009,11,13,-19.394,-70.321,27,6.5
2009,11,10,8.082,91.899,23,6
2009,11,9,-17.239,178.331,595,7.3
2009,11,8,-8.207,118.631,18,6.6
2009,11,5,-52.292,160.703,10,6
2009,11,2,-24.121,-175.173,9,6.2
2009,10,30,29.218,129.782,34,6.8
2009,10,29,36.391,70.722,210,6.2
2009,10,27,-59.955,-65.163,10,6
2009,10,25,-23.091,-179.205,417.9,6
2009,10,24,-6.133,130.385,130,6.9
2009,10,23,-12.196,166.047,31.1,6
2009,10,22,36.517,70.95,185.9,6.2
2009,10,22,6.729,-82.579,18,6
2009,10,19,-15.36,-172.264,18,6
2009,10,16,-6.534,105.223,38,6.1
2009,10,15,3.272,-103.823,10,6
2009,10,15,-3.058,139.539,105.7,6
2009,10,14,-14.91,-174.823,10,6.3
2009,10,13,52.604,-167.118,14,6.4
2009,10,13,2.93,128.232,32,6
2009,10,13,52.754,-166.997,24,6.5
2009,10,12,-12.414,166.498,42,6.2
2009,10,12,-17.099,66.688,10,6.2
2009,10,11,-22,170.248,10,6
2009,10,10,47.851,152.455,112,6
2009,10,8,-12.912,166.314,35,6
2009,10,8,-11.263,165.819,44.7,6.1
2009,10,8,-12.237,166.489,35,6
2009,10,8,-13.298,165.91,35,6.8
2009,10,7,-13.093,166.497,31.1,7.4
2009,10,7,-12.39,166.086,21,6.8
2009,10,7,-12.517,166.382,35,7.8
2009,10,7,-13.006,166.51,45,7.7
2009,10,7,4.079,122.371,574,6.8
2009,10,4,6.74,123.378,620,6.6
2009,10,3,23.63,121.452,28,6.1
2009,10,2,-17.017,174.505,10,6
2009,10,2,-16.335,-173.471,8,6.1
2009,10,1,-2.482,101.524,9,6.6
2009,9,30,-0.72,99.867,81,7.6
2009,9,29,-15.832,-172.551,10,6
2009,9,29,-15.355,-173.159,10,6
2009,9,29,-15.489,-172.095,18,8.1
2009,9,24,18.829,-107.339,13,6.4
2009,9,23,-52.963,159.911,10,6
2009,9,21,27.332,91.437,14,6.1
2009,9,17,-29.144,-112.267,10,6.2
2009,9,12,10.709,-67.927,14,6.4
2009,9,10,48.317,154.192,36,6
2009,9,7,42.66,43.443,15,6
2009,9,7,-10.198,110.628,23,6.2
2009,9,3,31.14,130.014,163,6.2
2009,9,2,-29.395,-178.956,257,6.2
2009,9,2,-7.782,107.297,46,7
2009,8,30,-15.223,-172.571,11,6.6
2009,8,28,37.696,95.718,13,6.3
2009,8,28,-7.146,123.427,642.4,6.9
2009,8,20,72.2,0.944,6,6
2009,8,18,-26.064,-178.391,269.8,6.3
2009,8,17,23.426,123.516,15,6.1
2009,8,17,23.501,123.499,20,6.7
2009,8,16,-1.479,99.49,20,6.7
2009,8,12,32.821,140.395,53,6.6
2009,8,10,34.743,138.264,40.4,6.2
2009,8,10,14.099,92.902,24,7.5
2009,8,10,-11.612,166.09,35,6.6
2009,8,9,33.167,137.944,292,7.1
2009,8,5,-45.554,166.356,10,6.1
2009,8,5,24.233,125.095,25,6.1
2009,8,3,29.31,-113.728,10,6.2
2009,8,3,29.039,-112.903,10,6.9
2009,8,2,-0.447,132.908,20,6.1
2009,8,1,-56.234,-124.296,10,6.1
2009,7,15,-3.375,150.506,13.4,6.1
2009,7,15,-45.762,166.562,12,7.8
2009,7,13,24.056,122.201,17,6.3
2009,7,12,-15.041,-70.445,198.9,6.1
2009,7,8,-36.004,-102.686,12,6
2009,7,7,75.351,-72.453,19,6.1
2009,7,6,50.435,176.992,22,6.1
2009,7,4,9.59,-78.966,38,6.1
2009,7,3,25.131,-109.754,10,6
2009,7,1,34.164,25.471,19,6.4
2009,6,23,-5.157,153.782,64,6.7
2009,6,16,-54.366,5.871,10,6.1
2009,6,14,5.361,126.438,35,6.1
2009,6,12,-17.611,167.812,15,6
2009,6,6,23.864,-46.105,14,6
2009,6,5,41.824,143.445,29,6.4
2009,6,4,-45.833,35.139,16,6
2009,6,2,-17.757,167.949,15,6.3
2009,5,28,16.731,-86.217,19,7.3
2009,5,24,-31.475,-177.683,4,6
2009,5,16,-31.553,-178.833,43,6.5
2009,5,12,-5.664,149.543,89,6.1
2009,5,10,1.393,-85.169,6,6.1
2009,5,3,14.546,-91.143,108,6.3
2009,4,26,-30.3,-178.582,131.7,6.1
2009,4,21,50.833,155.009,152,6.2
2009,4,19,4.136,126.678,25,6.1
2009,4,18,46.015,151.427,35,6.6
2009,4,17,-19.584,-70.483,25,6.1
2009,4,16,-60.203,-26.858,20,6.7
2009,4,15,-3.115,100.471,22,6.3
2009,4,7,46.049,151.548,31,6.9
2009,4,6,42.334,13.334,8.8,6.3
2009,4,4,5.149,127.201,48,6.3
2009,4,1,-3.522,144.102,10,6.4
2009,3,28,-2.952,139.543,93,6
2009,3,19,-23.043,-174.66,31,7.6
2009,3,16,3.807,126.552,35,6.3
2009,3,12,5.686,-82.767,9,6.3
2009,3,6,80.324,-1.853,9,6.5
2009,2,28,-60.525,-24.796,15,6.3
2009,2,22,3.679,126.561,32,6
2009,2,18,-27.424,-176.33,25,7
2009,2,17,-30.724,-178.617,13,6
2009,2,15,-5.854,-80.891,21,6.1
2009,2,12,4.036,126.548,27,6.3
2009,2,12,3.972,126.724,35,6
2009,2,12,3.947,126.411,26,6
2009,2,11,4.026,126.783,35,6
2009,2,11,3.886,126.387,20,7.2
2009,2,9,-6.567,-81.15,15,6
2009,2,2,-13.582,-76.558,21,6
2009,1,22,-7.307,128.568,146.7,6.1
2009,1,22,-5.912,148.511,44,6.1
2009,1,21,-22.689,171.043,24,6.1
2009,1,19,-22.477,170.806,35,6
2009,1,19,-22.596,170.911,12,6.6
2009,1,18,-30.199,-177.951,33,6.4
2009,1,15,46.857,155.154,36,7.4
2009,1,15,-22.352,170.635,27,6.7
2009,1,13,-13.147,66.078,10,6
2009,1,8,10.165,-84.197,14,6.1
2009,1,6,-0.659,133.434,16,6
2009,1,3,-0.691,133.305,23,7.4
2009,1,3,36.419,70.743,204.8,6.6
2009,1,3,-0.414,132.885,17,7.7
2008,12,25,5.752,125.377,206,6.3
2008,12,24,-17.29,-171.909,9,6
2008,12,20,36.541,142.425,19,6.3
2008,12,18,-32.473,-72.051,25,6
2008,12,18,-32.458,-71.726,18,6.2
2008,12,10,-12.337,166.572,51,6
2008,12,9,-15.929,168.173,224.1,6.1
2008,12,9,-31.232,-176.924,18,6.8
2008,12,8,-53.005,106.823,11,6.3
2008,12,6,-7.393,124.745,398,6.4
2008,11,29,-18.701,-177.716,386,6
2008,11,24,54.203,154.322,492.3,7.3
2008,11,22,-1.23,-13.933,10,6.3
2008,11,22,-22.523,171.199,57.3,6.4
2008,11,22,-4.348,101.259,24,6.3
2008,11,21,-8.947,159.553,118,6.1
2008,11,19,8.267,-82.967,32,6.3
2008,11,16,1.271,122.091,30,7.4
2008,11,10,37.565,95.833,19,6.3
2008,11,8,-15.223,-174.232,121,6
2008,11,7,-6.712,129.074,10,6.2
2008,11,7,-14.829,168.032,13,6.4
2008,11,4,-17.135,168.458,205.7,6.3
2008,11,2,51.552,-174.366,36,6.1
2008,11,1,-3.399,148.712,10,6
2008,10,30,-9.02,-108.246,10,6.1
2008,10,29,30.598,67.455,14,6.4
2008,10,28,30.639,67.351,15,6.4
2008,10,28,-3.494,145.867,18.3,6
2008,10,23,-2.635,145.574,10,6.3
2008,10,22,-18.414,-175.351,233.4,6.4
2008,10,19,-21.863,-173.819,29,6.9
2008,10,16,14.423,-92.364,24,6.7
2008,10,12,-20.123,-64.971,352.7,6.2
2008,10,11,19.161,-64.833,23,6.1
2008,10,6,29.807,90.35,12,6.3
2008,10,5,33.886,69.47,10,6
2008,10,5,39.533,73.824,27.4,6.7
2008,10,5,-30.184,-177.176,10,6.1
2008,9,29,-29.756,-177.683,36,7
2008,9,25,30.836,83.487,4,6
2008,9,24,17.612,-105.497,12,6.4
2008,9,18,-4.554,-105.999,11,6
2008,9,11,41.892,143.754,25,6.8
2008,9,11,1.885,127.363,96,6.6
2008,9,10,8.093,-38.705,9,6.6
2008,9,10,26.743,55.828,12,6.1
2008,9,8,-13.501,166.967,110,6.9
2008,9,8,-19.964,169.108,36,6.2
2008,9,3,-26.736,-63.225,569.6,6.3
2008,9,1,-25.387,-177.636,171.1,6
2008,8,30,26.241,101.889,11,6
2008,8,30,-6.146,147.258,75,6.4
2008,8,28,-0.252,-17.358,12,6.3
2008,8,27,51.607,104.158,16,6.3
2008,8,26,-7.641,-74.377,154,6.4
2008,8,25,30.901,83.52,12,6.7
2008,8,22,-17.769,65.394,6,6
2008,8,21,25.039,97.697,10,6
2008,8,19,-15.087,-173.476,8,6.1
2008,8,15,12.897,124.319,10,6
2008,8,11,-1.02,-21.843,13,6
2008,8,10,11.055,91.814,20,6.2
2008,8,9,-60.693,153.826,10,6.3
2008,8,9,-60.648,153.771,10,6.5
2008,8,5,32.756,105.494,6,6
2008,8,4,-5.916,130.195,173.9,6.3
2008,7,28,-10.578,163.103,10,6
2008,7,24,50.967,157.584,27,6.2
2008,7,23,39.802,141.464,108,6.8
2008,7,21,37.186,142.051,22,6
2008,7,19,-17.337,-177.312,391,6.4
2008,7,19,-11.066,164.616,10,6.2
2008,7,19,-11.041,164.493,11,6.6
2008,7,19,37.552,142.214,22,7
2008,7,15,35.8,27.86,52,6.4
2008,7,13,21.014,121.149,14,6.2
2008,7,8,-15.986,-71.748,123,6.2
2008,7,8,27.532,128.334,43,6
2008,7,5,53.882,152.886,632.8,7.7
2008,7,3,-23.37,-179.778,581.2,6.2
2008,6,30,-58.227,-22.099,8,7
2008,6,29,45.156,137.446,326,6
2008,6,28,10.847,91.712,15,6.1
2008,6,27,11.005,91.824,17,6.6
2008,6,26,-20.768,-173.342,38,6.2
2008,6,22,67.698,141.276,18,6.1
2008,6,15,-36.623,-107.45,10,6
2008,6,13,39.03,140.881,7.8,6.9
2008,6,8,37.963,21.525,16,6.4
2008,6,6,-7.495,127.885,122,6
2008,6,5,-38.844,-91.623,10,6
2008,6,3,-8.1,120.231,14,6
2008,6,3,-10.509,161.273,84,6.2
2008,6,1,-59.384,149.66,10,6.5
2008,6,1,20.124,121.35,31,6.3
2008,5,31,-41.198,80.479,9,6.4
2008,5,29,64.005,-21.013,9,6.3
2008,5,25,55.9055,-153.5083,20,6
2008,5,25,32.56,105.423,18,6.1
2008,5,23,7.313,-34.897,8,6.5
2008,5,20,51.162,178.759,27,6.3
2008,5,19,1.64,99.147,10,6
2008,5,12,31.214,103.618,10,6.1
2008,5,12,31.002,103.322,19,7.9
2008,5,9,12.516,143.181,76,6.8
2008,5,7,36.164,141.526,27,6.9
2008,5,7,36.156,141.756,23.3,6.1
2008,5,7,36.178,141.545,19,6.2
2008,5,2,51.864,-177.528,14,6.6
2008,4,28,-20.238,168.824,35,6.1
2008,4,28,-19.941,168.953,32,6.4
2008,4,28,-58.739,-24.714,35,6.1
2008,4,26,-49.091,164.117,10,6.1
2008,4,24,-1.182,-23.471,10,6.5
2008,4,23,22.881,121.619,10,6
2008,4,19,-7.875,125.722,10,6
2008,4,19,-20.273,168.796,14,6.3
2008,4,19,-7.815,125.694,13,6.1
2008,4,18,-17.342,-179.022,553.8,6.3
2008,4,16,51.878,-179.165,13,6.6
2008,4,16,-18.609,-175.699,10,6.3
2008,4,15,51.856,-179.361,11,6.4
2008,4,15,13.564,-90.599,33,6.1
2008,4,14,-56.022,-28.035,140.2,6
2008,4,12,-55.664,158.453,16,7.1
2008,4,11,-20.392,168.839,11,6.1
2008,4,9,-19.997,168.874,35,6.3
2008,4,9,-20.071,168.892,33,7.3
2008,4,9,-20.185,168.905,35,6.3
2008,4,9,-20.175,168.861,16,6.4
2008,3,29,2.855,95.296,20,6.3
2008,3,24,-20.043,-68.963,120,6.2
2008,3,22,52.176,-178.716,132,6.2
2008,3,20,35.49,81.467,10,7.2
2008,3,20,6.192,126.934,45,6.1
2008,3,18,-29.252,-177.44,25,6.2
2008,3,15,2.708,94.596,25,6
2008,3,14,26.988,142.599,10,6
2008,3,13,-45.492,35.008,10,6
2008,3,12,-16.489,167.183,10,6.3
2008,3,12,-16.567,167.335,13,6.4
2008,3,3,13.351,125.63,24,6.9
2008,3,3,19.913,121.334,10,6
2008,3,3,46.406,153.175,10,6.5
2008,3,3,-2.18,99.823,25,6.2
2008,2,27,26.816,142.438,15,6.2
2008,2,25,-2.245,99.808,25,6.7
2008,2,25,-2.332,99.891,25,6.6
2008,2,25,-2.486,99.972,25,7.2
2008,2,24,-2.405,99.931,22,6.5
2008,2,23,-57.335,-23.433,14,6.8
2008,2,21,77.079,18.571,12,6.1
2008,2,20,36.288,21.775,9.9,6.2
2008,2,20,2.768,95.964,26,7.4
2008,2,16,-21.346,-68.385,130.1,6.1
2008,2,14,36.345,21.863,28,6.5
2008,2,14,36.501,21.67,29,6.9
2008,2,13,-8.158,128.644,19,6.2
2008,2,12,16.357,-94.304,83,6.5
2008,2,10,-60.797,-25.586,8,6.6
2008,2,9,-0.236,125.084,38,6
2008,2,8,10.671,-41.899,9,6.9
2008,2,4,-20.166,-70.037,35,6.3
2008,2,1,-21.495,-179.352,604.2,6
2008,1,30,-7.302,127.688,8,6.2
2008,1,22,1.011,97.442,20,6.2
2008,1,22,-15.419,-175.589,10,6.1
2008,1,22,-15.277,-175.348,6,6
2008,1,20,2.346,126.816,35,6.1
2008,1,15,-21.984,-179.535,597.6,6.5
2008,1,10,43.785,-127.264,13,6.3
2008,1,9,51.649,-131.183,10,6.1
2008,1,9,32.288,85.166,10,6.4
2008,1,6,37.216,22.693,75,6.2
2008,1,5,51.163,-130.542,10,6.4
2008,1,5,51.254,-130.746,15,6.6
2008,1,4,-2.782,101.032,35,6
2008,1,1,-5.878,146.884,34,6.3
2007,12,26,52.558,-168.221,25,6.4
2007,12,25,38.503,142.026,48.4,6.1
2007,12,22,2.087,96.806,23,6.1
2007,12,22,-2.407,139.067,20,6.2
2007,12,21,51.366,-178.979,25,6.3
2007,12,20,-39.011,178.291,20,6.6
2007,12,19,51.36,-179.509,34,7.2
2007,12,16,-22.954,-70.182,45,6.7
2007,12,15,-6.622,131.09,57,6.4
2007,12,15,-7.526,127.474,175.9,6
2007,12,13,-15.213,-172.367,17,6.2
2007,12,13,-23.202,-70.549,16,6.2
2007,12,13,-23.157,-70.479,15,6
2007,12,9,-25.996,-177.514,152.5,7.8
2007,11,29,14.944,-61.274,156,7.4
2007,11,29,-36.756,-97.404,10,6.3
2007,11,27,-10.95,162.149,16,6.6
2007,11,25,-8.224,118.467,18,6.5
2007,11,25,-2.238,100.413,35,6
2007,11,25,-8.292,118.37,20,6.5
2007,11,22,-5.757,147.098,53,6.8
2007,11,20,-22.917,-70.483,15,6.1
2007,11,20,-6.907,155.672,52.6,6
2007,11,19,-21.968,173.486,10,6
2007,11,19,-21.185,-178.752,558.3,6.3
2007,11,18,-22.643,-66.323,246.4,6
2007,11,16,-2.312,-77.838,122.9,6.8
2007,11,15,-22.925,-70.237,26,6.8
2007,11,15,-22.867,-70.407,27,6.3
2007,11,14,-22.247,-69.89,40,7.7
2007,11,10,-51.777,161.318,10,6.6
2007,11,2,-55.466,-128.966,10,6.1
2007,10,31,51.418,-178.38,28,6
2007,10,31,18.9,145.388,207,7.2
2007,10,25,46.011,154.231,20,6.1
2007,10,24,-3.899,101.02,21,6.8
2007,10,21,-6.31,154.77,46.3,6
2007,10,16,-25.775,179.53,509.3,6.6
2007,10,15,-44.793,167.458,19,6.1
2007,10,15,-44.796,167.553,18,6.8
2007,10,13,-21.23,169.195,37,6.1
2007,10,9,-4.808,152.892,39,6
2007,10,6,18.73,147.148,20,6.1
2007,10,5,-25.189,179.459,509.4,6.5
2007,10,4,2.543,92.903,35,6.2
2007,10,2,54.511,-161.708,32,6.3
2007,9,30,-49.138,164.11,18,6.6
2007,9,30,-49.271,164.115,10,7.4
2007,9,30,10.454,145.718,14,6.9
2007,9,29,2.9,95.523,35,6
2007,9,28,22.013,142.668,260,7.5
2007,9,28,-21.133,169.373,10,6.5
2007,9,28,-21.207,169.362,12,6.3
2007,9,27,-21.103,169.283,9,6.1
2007,9,26,-1.787,99.488,26,6.1
2007,9,26,-4.99,153.5,40,6.8
2007,9,25,-30.965,179.998,416.7,6.2
2007,9,20,-1.999,100.141,30,6.7
2007,9,19,-2.746,100.892,35,6
2007,9,14,-4.075,101.169,23,6.4
2007,9,13,-57.625,-147.303,10,6
2007,9,13,-3.172,101.524,53,6
2007,9,13,3.801,126.342,26,6.3
2007,9,13,-2.13,99.627,22,7
2007,9,13,-1.689,99.668,28.9,6.5
2007,9,12,-2.625,100.841,35,7.9
2007,9,12,-4.438,101.367,34,8.4
2007,9,10,2.966,-77.963,15,6.8
2007,9,6,24.34,122.219,53,6.2
2007,9,3,45.836,150.06,94,6.2
2007,9,2,-11.766,165.699,36.7,6.3
2007,9,2,-11.61,165.762,35,7.2
2007,9,1,24.902,-109.689,9,6.1
2007,8,26,-17.457,-174.335,127.4,6.1
2007,8,20,8.037,-39.251,6,6.5
2007,8,20,6.134,127.381,8,6.4
2007,8,18,-13.805,-76.291,30,6
2007,8,17,-5.261,129.432,10,6.4
2007,8,16,-14.286,-76.214,35,6
2007,8,16,-9.834,159.465,15,6.5
2007,8,16,-14.282,-76.127,23.4,6.4
2007,8,15,-13.386,-76.603,39,8
2007,8,15,50.322,-177.548,9,6.5
2007,8,13,-60.549,153.785,10,6.1
2007,8,12,-11.378,166.273,42,6
2007,8,8,-5.859,107.419,280,7.5
2007,8,8,-5.926,107.681,291.2,6.1
2007,8,7,27.292,126.836,18.1,6
2007,8,5,-19.148,168.718,40,6
2007,8,4,-4.797,-105.406,10,6.1
2007,8,2,51.307,-179.971,21,6.7
2007,8,2,47.116,141.798,5,6.2
2007,8,1,-15.595,167.68,120,7.2
2007,7,31,-0.162,-17.795,11,6.2
2007,7,27,-21.459,170.939,10,6.1
2007,7,26,2.872,127.464,25,6.9
2007,7,25,7.157,92.518,15,6.1
2007,7,21,-22.151,-65.777,289.5,6.4
2007,7,21,-8.133,-71.272,644.9,6.1
2007,7,18,-26.295,-177.738,10,6.1
2007,7,17,-26.206,-177.744,10,6.1
2007,7,16,36.808,134.85,350.4,6.8
2007,7,16,37.535,138.446,12,6.6
2007,7,15,52.491,-168.035,15,6.1
2007,7,15,-15.383,168.597,8,6.1
2007,7,13,51.838,-176.28,35,6
2007,7,12,-7.933,-74.379,152.1,6.1
2007,7,6,16.35,-93.99,113,6.1
2007,7,3,0.715,-30.272,10,6.3
2007,6,28,-7.979,154.635,18,6.7
2007,6,26,-10.492,108.149,10,6
2007,6,24,-55.645,-2.626,10,6.5
2007,6,18,-3.55,150.962,9,6.3
2007,6,13,13.554,-90.618,23,6.7
2007,6,7,-3.316,146.761,4.7,6.2
2007,6,2,23.028,101.052,5,6.1
2007,5,30,52.137,157.293,116,6.4
2007,5,29,-1.065,127.343,24,6.1
2007,5,29,-4.587,151.841,132.5,6.1
2007,5,17,-30.658,-178.202,40.7,6
2007,5,16,20.503,100.732,9,6.3
2007,5,7,-44.85,-80.453,10,6.1
2007,5,6,-19.406,-179.315,688,6.1
2007,5,6,-19.401,-179.354,676.4,6.5
2007,5,5,34.248,81.967,9,6.1
2007,5,4,-1.41,-14.921,7,6.2
2007,4,29,52.007,-179.972,117,6.2
2007,4,28,-60.789,-20.208,10,6.1
2007,4,25,-14.285,166.863,55,6.4
2007,4,21,-45.243,-72.648,36.7,6.2
2007,4,21,-13.838,166.843,40.7,6.1
2007,4,21,-3.548,151.266,407.4,6.1
2007,4,20,25.623,125.043,11.1,6
2007,4,20,25.71,125.108,9,6.3
2007,4,20,25.722,125.093,10,6.1
2007,4,16,-58.015,147.964,10,6.4
2007,4,13,-35.051,-108.836,10,6.1
2007,4,13,17.302,-100.198,34,6
2007,4,12,-61.828,160.96,10,6
2007,4,7,2.916,95.7,30,6.1
2007,4,7,37.306,-24.494,8,6.1
2007,4,5,37.306,-24.621,14,6.3
2007,4,4,-20.688,169.056,10,6.5
2007,4,4,-20.715,168.828,13,6.2
2007,4,4,-7.76,156.49,17,6.4
2007,4,4,-7.141,156.047,10,6
2007,4,3,-20.633,168.994,12,6.2
2007,4,3,-7.857,155.801,8,6.1
2007,4,3,36.451,70.688,222.1,6.2
2007,4,2,-8.617,157.386,18,6.2
2007,4,2,-8.706,157.62,14,6.2
2007,4,2,-7.225,156.243,34,6.1
2007,4,2,-45.382,-73.058,4.9,6.1
2007,4,1,-7.303,155.682,10,6
2007,4,1,-7.306,155.741,10,6.9
2007,4,1,-7.169,155.777,10,6.6
2007,4,1,-9.505,156.934,24.3,6.1
2007,4,1,-8.466,157.043,24,8.1
2007,3,31,-56.083,-123.27,10,6.2
2007,3,25,-20.754,169.354,35,6.9
2007,3,25,37.336,136.588,8,6.7
2007,3,25,-20.617,169.357,34,7.1
2007,3,18,4.585,-78.494,7,6.2
2007,3,17,4.551,-78.536,10,6
2007,3,17,1.132,126.216,35,6.2
2007,3,13,26.261,-110.537,26.1,6
2007,3,9,43.224,133.526,441.2,6
2007,3,8,-58.217,-7.615,10,6.2
2007,3,8,29.908,140.204,139.6,6.1
2007,3,6,-0.488,100.53,11,6.3
2007,3,6,-0.493,100.498,19,6.4
2007,3,1,26.581,-44.594,10,6
2007,2,28,-55.245,-29.142,10,6.2
2007,2,24,-7.006,-80.485,23,6.3
2007,2,20,-1.032,126.975,11,6
2007,2,20,-1.034,126.976,12,6.7
2007,2,17,41.794,143.553,31,6
2007,2,12,5.561,126.073,24,6.1
2007,2,12,35.804,-10.312,20,6
2007,2,4,-55.883,-122.721,10,6.2
2007,2,4,19.372,-78.518,10,6.2
2007,1,31,-29.776,-178.002,34,6.5
2007,1,30,20.98,144.705,20,6.6
2007,1,30,-54.74,146.298,11,6.9
2007,1,25,22.564,121.926,36.2,6
2007,1,21,1.06,126.345,23,6.2
2007,1,21,1.065,126.282,22,7.5
2007,1,20,-55.419,-29.533,10,6.2
2007,1,17,10.125,58.708,8,6.2
2007,1,17,-3.322,139.834,100.8,6
2007,1,13,46.913,156.276,10,6
2007,1,13,46.243,154.524,10,8.1
2007,1,11,-3.655,127.283,13,6
2007,1,8,-18.58,-177.847,406.8,6.3
2007,1,8,39.803,70.312,16,6
2007,1,8,8.077,92.437,11,6.1
2006,12,30,13.313,51.365,15,6.6
2006,12,27,-5.724,154.424,355,6
2006,12,26,48.321,154.837,10,6
2006,12,26,21.974,120.493,10,6.9
2006,12,26,21.799,120.547,10,7.1
2006,12,22,10.653,92.361,24,6.2
2006,12,12,3.733,124.684,213.5,6.3
2006,12,7,46.153,154.386,16,6.4
2006,12,3,13.994,-91.207,61.2,6
2006,12,1,-8.261,118.753,19,6.3
2006,12,1,3.39,99.079,204,6.3
2006,11,30,-53.844,-134.359,10,6.2
2006,11,30,-21.297,-174.677,13.5,6
2006,11,29,2.52,128.283,39,6.2
2006,11,19,-4.521,-104.832,10,6.1
2006,11,17,28.591,129.895,22,6.2
2006,11,16,-51.996,139.473,10,6.1
2006,11,16,46.358,154.468,9,6
2006,11,15,47.006,154.979,10,6
2006,11,15,46.483,154.726,10,6.7
2006,11,15,46.652,155.305,10,6.4
2006,11,15,46.371,154.475,10,6.2
2006,11,15,46.086,154.1,10,6
2006,11,15,47.518,152.647,10,6
2006,11,15,46.592,153.266,10,8.3
2006,11,14,-6.39,127.998,345,6.1
2006,11,13,-6.38,151.23,11,6.2
2006,11,13,-26.052,-63.283,572,6.8
2006,11,12,-6.225,151.05,12,6.2
2006,11,7,-6.482,151.195,11,6.6
2006,11,6,-5.45,146.637,133.2,6
2006,10,26,-13.371,-76.618,28.1,6
2006,10,24,4.898,125.295,10,6.1
2006,10,23,29.351,140.27,11,6.4
2006,10,22,-45.727,95.987,10,6.1
2006,10,20,-13.457,-76.677,23,6.7
2006,10,18,-15.053,167.266,115,6.4
2006,10,17,-5.881,150.982,32,6.7
2006,10,15,20.1281667,-155.9835,16.235,6
2006,10,15,19.877,-155.9346667,38.182,6.7
