    Year   Month  Day   Area
    2013     4    30    937.76
    2013     5     5    995.19
    2013     5    10   1059.01
    2013     5    15   1110.72
    2013     5    20   1169.22
    2013     5    25   1225.55
    2013     5    31   1273.93
    2013     6     5   1354.54
    2013     6    10   1400.17
    2013     6    15   1454.57
    2013     6    20   1491.62
    2013     6    25   1544.17
    2013     6    30   1588.30
    2013     7     5   1632.38
    2013     7    10   1681.52
    2013     7    15   1721.01
    2013     7    20   1746.80
    2013     7    25   1776.16
    2013     7    31   1850.18
    2013     8     5   1852.11
    2013     8    10   1888.08
    2013     8    15   1925.78
    2013     8    20   1940.98
    2013     8    25   1955.93
    2013     8    31   1952.50
    2013     9     5   1967.61
    2013     9    10   1981.95
    2013     9    15   2008.83
    2013     9    20   2006.51
    2013     9    25   1996.21
    2013     9    30   2000.25
    2013    10     5   1987.29
    2013    10    10   1985.54
    2013    10    15   1970.36
    2013    10    20   1941.18
    2013    10    25   1893.42
    2013    10    31   1874.44
    2013    11     5   1843.72
    2013    11    10   1803.68
    2013    11    15   1751.21
    2013    11    20   1698.30
    2013    11    25   1631.85
    2013    11    30   1551.02
    2013    12     5   1456.46
    2013    12    10   1349.38
    2013    12    15   1263.34
    2013    12    20   1161.08
    2013    12    25   1023.29
    2013    12    31    927.51
    2014     1     5    818.55
    2014     1    10    737.60
    2014     1    15    655.00
    2014     1    20    584.02
    2014     1    25    531.77
    2014     1    31    473.41
    2014     2     5    427.18
    2014     2    10    403.18
    2014     2    15    384.11
    2014     2    20    378.76
    2014     2    25    385.63
    2014     2    28    397.19
    2014     3     5    426.80
    2014     3    10    466.35
    2014     3    15    503.82
    2014     3    20    533.64
    2014     3    25    596.24
    2014     3    31    674.30
    2014     4     5    737.19
    2014     4    10    796.38
    2014     4    15    861.58
    2014     4    20    919.65
    2014     4    25    959.94
    2014     4    30   1005.06
    2014     5     5   1088.12
    2014     5    10   1123.06
    2014     5    15   1168.79
    2014     5    20   1229.79
    2014     5    25   1274.88
    2014     5    31   1331.84
    2014     6     5   1385.73
    2014     6    10   1431.33
    2014     6    15   1490.83
    2014     6    20   1555.54
    2014     6    25   1616.04
    2014     6    30   1667.53
    2014     7     5   1695.81
    2014     7    10   1690.33
    2014     7    15   1716.92
    2014     7    20   1776.40
    2014     7    25   1828.83
    2014     7    31   1859.69
    2014     8     5   1904.39
    2014     8    10   1926.48
    2014     8    15   1948.95
    2014     8    20   1954.48
    2014     8    25   1952.11
    2014     8    31   1976.85
    2014     9     5   1982.01
    2014     9    10   2009.84
    2014     9    15   2050.48
    2014     9    20   2074.05
    2014     9    25   2043.91
    2014     9    30   2033.38
    2014    10     5   2001.41
    2014    10    10   1976.94
    2014    10    15   1946.28
    2014    10    20   1920.21
    2014    10    25   1912.64
    2014    10    31   1870.64
    2014    11     5   1816.11
    2014    11    10   1758.07
    2014    11    15   1695.87
    2014    11    20   1633.64
    2014    11    25   1574.12
    2014    11    30   1494.96
    2014    12     5   1440.13
    2014    12    10   1347.67
    2014    12    15   1267.47
    2014    12    20   1166.33
    2014    12    25   1059.64
    2014    12    31    976.94
    2015     1     5    916.10
    2015     1    10    834.90
    2015     1    15    754.01
    2015     1    20    644.36
    2015     1    25    539.36
    2015     1    31    485.14
    2015     2     5    427.07
    2015     2    10    393.72
    2015     2    15    384.45
    2015     2    20    383.26
    2015     2    25    387.56
    2015     2    28    399.68
    2015     3     5    435.01
    2015     3    10    464.39
    2015     3    15    511.81
    2015     3    20    562.71
    2015     3    25    607.56
    2015     3    31    667.26
    2015     4     5    720.63
    2015     4    10    794.91
    2015     4    15    851.77
    2015     4    20    929.37
    2015     4    25    989.53
    2015     4    30   1040.00
    2015     5     5   1093.81
    2015     5    10   1150.46
    2015     5    15   1198.73
    2015     5    20   1233.68
    2015     5    25   1294.24
    2015     5    31   1325.43
    2015     6     5   1370.38
    2015     6    10   1422.63
    2015     6    15   1482.13
    2015     6    20   1540.95
    2015     6    25   1578.30
    2015     6    30   1635.59
    2015     7     5   1690.55
    2015     7    10   1722.48
    2015     7    15   1717.25
    2015     7    20   1724.76
    2015     7    25   1772.32
    2015     7    31   1788.56
    2015     8     5   1815.59
    2015     8    10   1817.55
    2015     8    15   1808.63
    2015     8    20   1817.57
    2015     8    25   1850.53
    2015     8    31   1884.84
    2015     9     5   1910.94
    2015     9    10   1904.56
    2015     9    15   1888.37
    2015     9    20   1885.90
    2015     9    25   1877.49
    2015     9    30   1944.71
    2015    10     5   1936.75
    2015    10    10   1921.67
    2015    10    15   1918.69
    2015    10    20   1895.46
    2015    10    25   1858.04
    2015    10    31   1813.02
    2015    11     5   1778.45
    2015    11    10   1741.88
    2015    11    15   1709.77
    2015    11    20   1658.71
    2015    11    25   1574.03
    2015    11    30   1497.89
    2015    12     5   1374.18
    2015    12    10   1266.43
    2015    12    15   1113.11
    2015    12    20   1023.61
    2015    12    25    921.78
    2015    12    31    817.30
    2016     1     5    654.90
    2016     1    10    567.72
    2016     1    15    483.94
    2016     1    20    417.34
    2016     1    25    385.83
    2016     1    31    340.48
    2016     2     5    324.82
    2016     2    10    303.15
    2016     2    15    288.10
    2016     2    20    291.71
    2016     2    25    303.83
    2016     2    28    303.03
    2016     3     5    330.35
    2016     3    10    357.76
    2016     3    15    414.01
    2016     3    20    469.67
    2016     3    25    532.43
    2016     3    31    594.78
    2016     4     5    639.62
    2016     4    10    685.64
    2016     4    15    746.65
    2016     4    20    792.73
    2016     4    25    851.15
    2016     4    30    892.82
    2016     5     5    943.71
    2016     5    10    983.75
    2016     5    15   1030.78
    2016     5    20   1089.96
    2016     5    25   1124.82
    2016     5    31   1161.07
    2016     6     5   1235.61
    2016     6    10   1301.07
    2016     6    15   1373.28
    2016     6    20   1424.55
    2016     6    25   1460.35
    2016     6    30   1520.38
    2016     7     5   1563.61
    2016     7    10   1623.64
    2016     7    15   1651.90
    2016     7    20   1667.61
    2016     7    25   1708.46
    2016     7    31   1742.11
    2016     8     5   1762.27
    2016     8    10   1810.60
    2016     8    15   1851.08
    2016     8    20   1883.30
    2016     8    25   1896.74
    2016     8    31   1896.44
    2016     9     5   1885.49
    2016     9    10   1875.33
    2016     9    15   1838.12
    2016     9    20   1852.02
    2016     9    25   1855.34
    2016     9    30   1859.57
    2016    10     5   1866.73
    2016    10    10   1842.59
    2016    10    15   1822.44
    2016    10    20   1775.27
    2016    10    25   1739.19
    2016    10    31   1709.22
    2016    11     5   1654.44
    2016    11    10   1585.69
    2016    11    15   1473.26
    2016    11    20   1391.51
    2016    11    25   1318.84
    2016    11    30   1238.67
    2016    12     5   1126.36
    2016    12    10    975.23
    2016    12    15    853.29
    2016    12    20    751.55
    2016    12    25    664.00
    2016    12    31    583.50
