    Year   Month  Day   Area
    1995    12    25   1350.44
    1995    12    31   1399.13
    1996     1     5   1408.79
    1996     1    10   1406.60
    1996     1    15   1424.47
    1996     1    20   1440.22
    1996     1    25   1461.91
    1996     1    31   1497.80
    1996     2     5   1524.90
    1996     2    10   1541.23
    1996     2    15   1533.83
    1996     2    20   1568.45
    1996     2    25   1542.46
    1996     2    28   1530.06
    1996     3     5   1551.79
    1996     3    10   1551.02
    1996     3    15   1533.29
    1996     3    20   1518.58
    1996     3    25   1507.07
    1996     3    31   1508.19
    1996     4     5   1470.12
    1996     4    10   1444.53
    1996     4    15   1428.20
    1996     4    20   1418.48
    1996     4    25   1403.20
    1996     4    30   1369.61
    1996     5     5   1334.85
    1996     5    10   1318.71
    1996     5    15   1306.23
    1996     5    20   1298.62
    1996     5    25   1276.49
    1996     5    31   1250.41
    1996     6     5   1234.75
    1996     6    10   1219.93
    1996     6    15   1203.87
    1996     6    20   1186.98
    1996     6    25   1159.79
    1996     6    30   1140.99
    1996     7     5   1105.44
    1996     7    10   1072.69
    1996     7    15   1015.15
    1996     7    20    976.98
    1996     7    25    936.02
    1996     7    31    898.84
    1996     8     5    873.75
    1996     8    10    850.44
    1996     8    15    833.92
    1996     8    20    810.07
    1996     8    25    783.86
    1996     8    31    766.61
    1996     9     5    741.17
    1996     9    10    750.07
    1996     9    15    767.69
    1996     9    20    798.03
    1996     9    25    823.67
    1996     9    30    831.12
    1996    10     5    870.07
    1996    10    10    907.09
    1996    10    15    927.30
    1996    10    20    953.83
    1996    10    25    967.75
    1996    10    31    993.67
    1996    11     5    991.06
    1996    11    10   1015.36
    1996    11    15   1037.37
    1996    11    20   1068.18
    1996    11    25   1118.44
    1996    11    30   1166.08
    1996    12     5   1235.77
    1996    12    10   1258.45
    1996    12    15   1310.02
    1996    12    20   1338.48
    1996    12    25   1376.33
    1996    12    31   1412.79
    1997     1     5   1437.89
    1997     1    10   1457.10
    1997     1    15   1461.28
    1997     1    20   1504.26
    1997     1    25   1507.11
    1997     1    31   1528.32
    1997     2     5   1558.31
    1997     2    10   1560.93
    1997     2    15   1584.15
    1997     2    20   1579.31
    1997     2    25   1566.57
    1997     2    28   1578.46
    1997     3     5   1567.37
    1997     3    10   1566.88
    1997     3    15   1582.66
    1997     3    20   1595.10
    1997     3    25   1591.68
    1997     3    31   1541.32
    1997     4     5   1530.37
    1997     4    10   1486.46
    1997     4    15   1458.15
    1997     4    20   1439.10
    1997     4    25   1426.32
    1997     4    30   1404.28
    1997     5     5   1372.54
    1997     5    10   1344.66
    1997     5    15   1318.19
    1997     5    20   1288.97
    1997     5    25   1278.27
    1997     5    31   1245.18
    1997     6     5   1227.91
    1997     6    10   1211.61
    1997     6    15   1178.92
    1997     6    20   1141.42
    1997     6    25   1111.85
    1997     6    30   1068.50
    1997     7     5   1033.40
    1997     7    10    989.86
    1997     7    15    936.05
    1997     7    20    910.71
    1997     7    25    866.78
    1997     7    31    805.15
    1997     8     5    766.88
    1997     8    10    743.47
    1997     8    15    725.92
    1997     8    20    722.88
    1997     8    25    698.79
    1997     8    31    675.98
    1997     9     5    678.03
    1997     9    10    681.20
    1997     9    15    680.18
    1997     9    20    681.37
    1997     9    25    693.42
    1997     9    30    712.60
    1997    10     5    755.37
    1997    10    10    801.83
    1997    10    15    848.40
    1997    10    20    882.71
    1997    10    25    933.91
    1997    10    31    983.25
    1997    11     5   1023.89
    1997    11    10   1056.14
    1997    11    15   1076.67
    1997    11    20   1105.95
    1997    11    25   1154.52
    1997    11    30   1221.31
    1997    12     5   1272.23
    1997    12    10   1299.97
    1997    12    15   1317.00
    1997    12    20   1355.93
    1997    12    25   1389.11
    1997    12    31   1414.43
    1998     1     5   1447.12
    1998     1    10   1470.06
    1998     1    15   1499.82
    1998     1    20   1517.06
    1998     1    25   1525.74
    1998     1    31   1574.48
    1998     2     5   1591.18
    1998     2    10   1579.82
    1998     2    15   1595.14
    1998     2    20   1602.90
    1998     2    25   1625.55
    1998     2    28   1593.18
    1998     3     5   1596.74
    1998     3    10   1605.98
    1998     3    15   1588.13
    1998     3    20   1567.85
    1998     3    25   1558.33
    1998     3    31   1558.22
    1998     4     5   1556.99
    1998     4    10   1525.99
    1998     4    15   1491.63
    1998     4    20   1465.70
    1998     4    25   1446.18
    1998     4    30   1434.97
    1998     5     5   1415.07
    1998     5    10   1410.67
    1998     5    15   1363.79
    1998     5    20   1328.62
    1998     5    25   1299.45
    1998     5    31   1260.57
    1998     6     5   1233.90
    1998     6    10   1203.39
    1998     6    15   1174.41
    1998     6    20   1130.29
    1998     6    25   1083.86
    1998     6    30   1051.08
    1998     7     5   1013.92
    1998     7    10    976.52
    1998     7    15    936.98
    1998     7    20    903.40
    1998     7    25    866.97
    1998     7    31    830.47
    1998     8     5    802.75
    1998     8    10    774.63
    1998     8    15    745.61
    1998     8    20    736.01
    1998     8    25    706.35
    1998     8    31    687.46
    1998     9     5    667.51
    1998     9    10    656.41
    1998     9    15    662.39
    1998     9    20    666.31
    1998     9    25    675.99
    1998     9    30    740.95
    1998    10     5    795.00
    1998    10    10    829.24
    1998    10    15    856.56
    1998    10    20    893.71
    1998    10    25    927.29
    1998    10    31    945.86
    1998    11     5    995.56
    1998    11    10   1015.85
    1998    11    15   1054.64
    1998    11    20   1087.95
    1998    11    25   1123.38
    1998    11    30   1152.93
    1998    12     5   1209.57
    1998    12    10   1252.48
    1998    12    15   1282.22
    1998    12    20   1338.56
    1998    12    25   1371.66
    1998    12    31   1397.65
    1999     1     5   1411.08
    1999     1    10   1448.76
    1999     1    15   1483.36
    1999     1    20   1464.15
    1999     1    25   1482.21
    1999     1    31   1513.38
    1999     2     5   1525.22
    1999     2    10   1553.46
    1999     2    15   1557.46
    1999     2    20   1576.08
    1999     2    25   1580.33
    1999     2    28   1555.16
    1999     3     5   1535.49
    1999     3    10   1552.51
    1999     3    15   1551.05
    1999     3    20   1568.28
    1999     3    25   1576.31
    1999     3    31   1560.76
    1999     4     5   1562.05
    1999     4    10   1542.21
    1999     4    15   1524.53
    1999     4    20   1494.48
    1999     4    25   1472.05
    1999     4    30   1459.29
    1999     5     5   1431.26
    1999     5    10   1403.52
    1999     5    15   1387.68
    1999     5    20   1346.84
    1999     5    25   1319.82
    1999     5    31   1291.75
    1999     6     5   1275.00
    1999     6    10   1229.55
    1999     6    15   1188.20
    1999     6    20   1133.25
    1999     6    25   1060.61
    1999     6    30   1035.15
    1999     7     5   1003.10
    1999     7    10    976.54
    1999     7    15    954.36
    1999     7    20    923.68
    1999     7    25    892.24
    1999     7    31    833.52
    1999     8     5    799.79
    1999     8    10    753.26
    1999     8    15    715.59
    1999     8    20    689.30
    1999     8    25    665.50
    1999     8    31    637.57
    1999     9     5    605.94
    1999     9    10    601.44
    1999     9    15    604.54
    1999     9    20    632.04
    1999     9    25    692.71
    1999     9    30    726.33
    1999    10     5    783.83
    1999    10    10    835.49
    1999    10    15    886.07
    1999    10    20    922.29
    1999    10    25    973.55
    1999    10    31   1012.28
    1999    11     5   1037.49
    1999    11    10   1064.72
    1999    11    15   1104.41
    1999    11    20   1128.90
    1999    11    25   1143.47
    1999    11    30   1166.84
    1999    12     5   1218.24
    1999    12    10   1253.48
    1999    12    15   1275.76
    1999    12    20   1305.76
    1999    12    25   1356.59
    1999    12    31   1364.89
    2000     1     5   1393.30
    2000     1    10   1421.79
    2000     1    15   1425.60
    2000     1    20   1462.45
    2000     1    25   1502.20
    2000     1    31   1526.24
    2000     2     5   1537.58
    2000     2    10   1538.38
    2000     2    15   1529.94
    2000     2    20   1545.68
    2000     2    25   1562.48
    2000     2    28   1534.06
    2000     3     5   1567.89
    2000     3    10   1549.28
    2000     3    15   1534.83
    2000     3    20   1541.12
    2000     3    25   1528.61
    2000     3    31   1525.75
    2000     4     5   1499.41
    2000     4    10   1486.10
    2000     4    15   1461.53
    2000     4    20   1446.04
    2000     4    25   1428.03
    2000     4    30   1411.04
    2000     5     5   1379.96
    2000     5    10   1341.04
    2000     5    15   1310.59
    2000     5    20   1280.79
    2000     5    25   1261.47
    2000     5    31   1223.88
    2000     6     5   1214.64
    2000     6    10   1192.56
    2000     6    15   1171.06
    2000     6    20   1137.45
    2000     6    25   1111.49
    2000     6    30   1075.67
    2000     7     5   1040.28
    2000     7    10   1005.45
    2000     7    15    956.73
    2000     7    20    916.63
    2000     7    25    874.20
    2000     7    31    806.93
    2000     8     5    767.39
    2000     8    10    752.13
    2000     8    15    720.28
    2000     8    20    693.16
    2000     8    25    674.17
    2000     8    31    637.19
    2000     9     5    628.24
    2000     9    10    622.87
    2000     9    15    634.42
    2000     9    20    656.67
    2000     9    25    676.81
    2000     9    30    694.17
    2000    10     5    768.68
    2000    10    10    827.89
    2000    10    15    865.10
    2000    10    20    893.31
    2000    10    25    924.68
    2000    10    31    966.20
    2000    11     5    984.56
    2000    11    10   1004.39
    2000    11    15   1034.11
    2000    11    20   1066.27
    2000    11    25   1127.92
    2000    11    30   1154.35
    2000    12     5   1215.69
    2000    12    10   1267.06
    2000    12    15   1279.50
    2000    12    20   1303.41
    2000    12    25   1329.72
    2000    12    31   1367.04
    2001     1     5   1390.46
    2001     1    10   1438.52
    2001     1    15   1441.27
    2001     1    20   1481.16
    2001     1    25   1488.58
    2001     1    31   1519.28
    2001     2     5   1513.97
    2001     2    10   1535.43
    2001     2    15   1564.53
    2001     2    20   1567.90
    2001     2    25   1576.38
    2001     2    28   1580.99
    2001     3     5   1594.26
    2001     3    10   1576.23
    2001     3    15   1584.09
    2001     3    20   1568.48
    2001     3    25   1560.57
    2001     3    31   1536.30
    2001     4     5   1525.12
    2001     4    10   1515.63
    2001     4    15   1490.56
    2001     4    20   1477.07
    2001     4    25   1451.06
    2001     4    30   1442.53
    2001     5     5   1420.15
    2001     5    10   1393.78
    2001     5    15   1357.40
    2001     5    20   1313.08
    2001     5    25   1284.71
    2001     5    31   1247.06
    2001     6     5   1233.02
    2001     6    10   1195.09
    2001     6    15   1135.75
    2001     6    20   1103.19
    2001     6    25   1060.88
    2001     6    30   1017.20
    2001     7     5    972.47
    2001     7    10    951.04
    2001     7    15    908.26
    2001     7    20    878.99
    2001     7    25    841.64
    2001     7    31    804.63
    2001     8     5    780.65
    2001     8    10    763.20
    2001     8    15    747.63
    2001     8    20    729.78
    2001     8    25    702.06
    2001     8    31    690.44
    2001     9     5    678.09
    2001     9    10    674.34
    2001     9    15    674.84
    2001     9    20    684.78
    2001     9    25    686.86
    2001     9    30    740.97
    2001    10     5    785.83
    2001    10    10    822.86
    2001    10    15    836.11
    2001    10    20    872.95
    2001    10    25    899.12
    2001    10    31    963.55
    2001    11     5   1026.65
    2001    11    10   1057.29
    2001    11    15   1106.92
    2001    11    20   1124.74
    2001    11    25   1128.14
    2001    11    30   1147.99
    2001    12     5   1194.56
    2001    12    10   1218.10
    2001    12    15   1265.08
    2001    12    20   1304.69
    2001    12    25   1348.57
    2001    12    31   1380.65
    2002     1     5   1383.33
    2002     1    10   1414.87
    2002     1    15   1445.79
    2002     1    20   1483.12
    2002     1    25   1506.11
    2002     1    31   1531.54
    2002     2     5   1540.24
    2002     2    10   1546.71
    2002     2    15   1565.43
    2002     2    20   1575.17
    2002     2    25   1568.23
    2002     2    28   1545.18
    2002     3     5   1562.91
    2002     3    10   1568.98
    2002     3    15   1572.58
    2002     3    20   1554.12
    2002     3    25   1539.47
    2002     3    31   1506.96
    2002     4     5   1478.50
    2002     4    10   1447.63
    2002     4    15   1443.85
    2002     4    20   1425.07
    2002     4    25   1393.24
    2002     4    30   1364.75
    2002     5     5   1342.58
    2002     5    10   1330.11
    2002     5    15   1304.47
    2002     5    20   1269.64
    2002     5    25   1239.39
    2002     5    31   1217.34
    2002     6     5   1201.49
    2002     6    10   1180.41
    2002     6    15   1154.27
    2002     6    20   1134.19
    2002     6    25   1110.96
    2002     6    30   1056.32
    2002     7     5   1033.14
    2002     7    10    987.37
    2002     7    15    938.69
    2002     7    20    888.67
    2002     7    25    829.86
    2002     7    31    773.07
    2002     8     5    718.12
    2002     8    10    673.04
    2002     8    15    646.24
    2002     8    20    622.15
    2002     8    25    615.03
    2002     8    31    592.46
    2002     9     5    576.65
    2002     9    10    573.95
    2002     9    15    579.22
    2002     9    20    596.56
    2002     9    25    621.32
    2002     9    30    668.34
    2002    10     5    754.47
    2002    10    10    791.12
    2002    10    15    837.06
    2002    10    20    876.44
    2002    10    25    914.91
    2002    10    31    933.98
    2002    11     5    972.28
    2002    11    10    993.53
    2002    11    15   1048.46
    2002    11    20   1092.94
    2002    11    25   1130.09
    2002    11    30   1184.96
    2002    12     5   1212.12
    2002    12    10   1245.94
    2002    12    15   1278.41
    2002    12    20   1303.55
    2002    12    25   1334.47
    2002    12    31   1375.97
    2003     1     5   1428.90
    2003     1    10   1437.88
    2003     1    15   1466.05
    2003     1    20   1497.84
    2003     1    25   1481.15
    2003     1    31   1520.48
    2003     2     5   1515.02
    2003     2    10   1523.12
    2003     2    15   1550.51
    2003     2    20   1566.42
    2003     2    25   1562.98
    2003     2    28   1581.32
    2003     3     5   1567.30
    2003     3    10   1556.39
    2003     3    15   1571.68
    2003     3    20   1585.09
    2003     3    25   1578.07
    2003     3    31   1526.23
    2003     4     5   1512.50
    2003     4    10   1502.01
    2003     4    15   1466.26
    2003     4    20   1443.56
    2003     4    25   1405.08
    2003     4    30   1383.84
    2003     5     5   1355.33
    2003     5    10   1315.72
    2003     5    15   1288.62
    2003     5    20   1262.70
    2003     5    25   1262.51
    2003     5    31   1238.30
    2003     6     5   1225.17
    2003     6    10   1194.43
    2003     6    15   1159.38
    2003     6    20   1125.97
    2003     6    25   1086.27
    2003     6    30   1044.54
    2003     7     5   1010.05
    2003     7    10    978.49
    2003     7    15    930.54
    2003     7    20    881.07
    2003     7    25    835.15
    2003     7    31    793.30
    2003     8     5    743.08
    2003     8    10    703.89
    2003     8    15    681.57
    2003     8    20    662.48
    2003     8    25    648.79
    2003     8    31    632.97
    2003     9     5    615.39
    2003     9    10    611.60
    2003     9    15    615.66
    2003     9    20    623.52
    2003     9    25    626.74
    2003     9    30    646.51
    2003    10     5    687.04
    2003    10    10    714.73
    2003    10    15    802.66
    2003    10    20    869.23
    2003    10    25    913.17
    2003    10    31    938.17
    2003    11     5    949.59
    2003    11    10    984.63
    2003    11    15   1023.77
    2003    11    20   1044.36
    2003    11    25   1101.75
    2003    11    30   1139.67
    2003    12     5   1202.40
    2003    12    10   1241.42
    2003    12    15   1289.41
    2003    12    20   1317.14
    2003    12    25   1352.79
    2003    12    31   1365.43
    2004     1     5   1383.46
    2004     1    10   1415.94
    2004     1    15   1436.86
    2004     1    20   1448.70
    2004     1    25   1445.99
    2004     1    31   1459.99
    2004     2     5   1483.17
    2004     2    10   1506.12
    2004     2    15   1525.25
    2004     2    20   1531.20
    2004     2    25   1538.71
    2004     2    28   1549.97
    2004     3     5   1522.39
    2004     3    10   1538.45
    2004     3    15   1507.58
    2004     3    20   1509.18
    2004     3    25   1517.51
    2004     3    31   1496.47
    2004     4     5   1462.85
    2004     4    10   1437.17
    2004     4    15   1386.59
    2004     4    20   1364.77
    2004     4    25   1361.83
    2004     4    30   1337.01
    2004     5     5   1283.55
    2004     5    10   1269.14
    2004     5    15   1244.36
    2004     5    20   1224.09
    2004     5    25   1206.36
    2004     5    31   1198.40
    2004     6     5   1182.84
    2004     6    10   1171.51
    2004     6    15   1145.13
    2004     6    20   1117.09
    2004     6    25   1079.35
    2004     6    30   1063.53
    2004     7     5   1024.56
    2004     7    10    987.20
    2004     7    15    947.06
    2004     7    20    907.67
    2004     7    25    872.41
    2004     7    31    821.77
    2004     8     5    773.00
    2004     8    10    712.70
    2004     8    15    678.01
    2004     8    20    641.38
    2004     8    25    619.68
    2004     8    31    606.98
    2004     9     5    595.83
    2004     9    10    593.16
    2004     9    15    602.62
    2004     9    20    600.89
    2004     9    25    637.12
    2004     9    30    667.69
    2004    10     5    708.48
    2004    10    10    765.64
    2004    10    15    809.59
    2004    10    20    832.66
    2004    10    25    880.84
    2004    10    31    920.58
    2004    11     5    983.12
    2004    11    10   1021.37
    2004    11    15   1048.18
    2004    11    20   1077.69
    2004    11    25   1122.45
    2004    11    30   1164.43
    2004    12     5   1224.07
    2004    12    10   1251.68
    2004    12    15   1284.51
    2004    12    20   1298.47
    2004    12    25   1307.60
    2004    12    31   1319.57
    2005     1     5   1358.03
    2005     1    10   1363.60
    2005     1    15   1379.46
    2005     1    20   1395.48
    2005     1    25   1414.09
    2005     1    31   1425.49
    2005     2     5   1432.22
    2005     2    10   1447.27
    2005     2    15   1472.00
    2005     2    20   1465.30
    2005     2    25   1493.47
    2005     2    28   1510.05
    2005     3     5   1510.43
    2005     3    10   1511.45
    2005     3    15   1490.79
    2005     3    20   1455.88
    2005     3    25   1458.95
    2005     3    31   1459.89
    2005     4     5   1439.79
    2005     4    10   1430.45
    2005     4    15   1414.79
    2005     4    20   1405.84
    2005     4    25   1391.34
    2005     4    30   1363.20
    2005     5     5   1340.06
    2005     5    10   1309.42
    2005     5    15   1287.64
    2005     5    20   1280.11
    2005     5    25   1226.22
    2005     5    31   1187.63
    2005     6     5   1172.01
    2005     6    10   1145.95
    2005     6    15   1121.08
    2005     6    20   1083.32
    2005     6    25   1041.54
    2005     6    30   1002.26
    2005     7     5    960.12
    2005     7    10    914.64
    2005     7    15    884.44
    2005     7    20    828.62
    2005     7    25    765.68
    2005     7    31    708.85
    2005     8     5    670.75
    2005     8    10    646.28
    2005     8    15    626.05
    2005     8    20    597.89
    2005     8    25    588.45
    2005     8    31    572.34
    2005     9     5    567.96
    2005     9    10    572.24
    2005     9    15    559.06
    2005     9    20    552.02
    2005     9    25    560.88
    2005     9    30    593.36
    2005    10     5    627.75
    2005    10    10    668.31
    2005    10    15    724.53
    2005    10    20    810.80
    2005    10    25    889.00
    2005    10    31    939.19
    2005    11     5    974.28
    2005    11    10   1008.41
    2005    11    15   1015.07
    2005    11    20   1049.68
    2005    11    25   1111.25
    2005    11    30   1125.25
    2005    12     5   1166.44
    2005    12    10   1192.97
    2005    12    15   1253.64
    2005    12    20   1277.97
    2005    12    25   1300.41
    2005    12    31   1327.19
    2006     1     5   1350.48
    2006     1    10   1361.46
    2006     1    15   1368.36
    2006     1    20   1374.37
    2006     1    25   1386.23
    2006     1    31   1420.37
    2006     2     5   1438.74
    2006     2    10   1460.79
    2006     2    15   1464.29
    2006     2    20   1451.11
    2006     2    25   1458.27
    2006     2    28   1466.11
    2006     3     5   1476.26
    2006     3    10   1483.78
    2006     3    15   1458.73
    2006     3    20   1457.42
    2006     3    25   1440.65
    2006     3    31   1435.57
    2006     4     5   1430.32
    2006     4    10   1407.81
    2006     4    15   1403.74
    2006     4    20   1396.41
    2006     4    25   1363.74
    2006     4    30   1335.24
    2006     5     5   1283.33
    2006     5    10   1273.73
    2006     5    15   1262.59
    2006     5    20   1229.26
    2006     5    25   1208.36
    2006     5    31   1163.51
    2006     6     5   1160.53
    2006     6    10   1123.50
    2006     6    15   1092.01
    2006     6    20   1059.08
    2006     6    25   1007.74
    2006     6    30    968.76
    2006     7     5    926.52
    2006     7    10    871.95
    2006     7    15    841.90
    2006     7    20    805.70
    2006     7    25    767.35
    2006     7    31    725.64
    2006     8     5    684.16
    2006     8    10    667.26
    2006     8    15    648.33
    2006     8    20    615.55
    2006     8    25    608.75
    2006     8    31    611.01
    2006     9     5    600.63
    2006     9    10    592.95
    2006     9    15    588.41
    2006     9    20    590.34
    2006     9    25    612.71
    2006     9    30    607.91
    2006    10     5    657.61
    2006    10    10    692.46
    2006    10    15    777.79
    2006    10    20    834.45
    2006    10    25    886.92
    2006    10    31    924.85
    2006    11     5    945.17
    2006    11    10    965.54
    2006    11    15    988.99
    2006    11    20    991.88
    2006    11    25   1012.59
    2006    11    30   1037.30
    2006    12     5   1123.95
    2006    12    10   1201.29
    2006    12    15   1209.45
    2006    12    20   1266.77
    2006    12    25   1291.93
    2006    12    31   1325.42
    2007     1     5   1351.54
    2007     1    10   1339.41
    2007     1    15   1377.79
    2007     1    20   1418.92
    2007     1    25   1453.91
    2007     1    31   1452.19
    2007     2     5   1454.13
    2007     2    10   1470.36
    2007     2    15   1474.29
    2007     2    20   1494.11
    2007     2    25   1495.32
    2007     2    28   1494.21
    2007     3     5   1491.72
    2007     3    10   1497.46
    2007     3    15   1458.44
    2007     3    20   1464.45
    2007     3    25   1466.66
    2007     3    31   1441.91
    2007     4     5   1436.77
    2007     4    10   1426.70
    2007     4    15   1393.27
    2007     4    20   1392.36
    2007     4    25   1358.73
    2007     4    30   1348.83
    2007     5     5   1325.41
    2007     5    10   1297.70
    2007     5    15   1282.05
    2007     5    20   1266.45
    2007     5    25   1223.82
    2007     5    31   1208.31
    2007     6     5   1175.80
    2007     6    10   1161.45
    2007     6    15   1128.75
    2007     6    20   1077.94
    2007     6    25   1040.38
    2007     6    30    962.56
    2007     7     5    897.95
    2007     7    10    843.37
    2007     7    15    782.95
    2007     7    20    726.99
    2007     7    25    680.35
    2007     7    31    638.95
    2007     8     5    591.19
    2007     8    10    552.06
    2007     8    15    523.34
    2007     8    20    499.53
    2007     8    25    484.14
    2007     8    31    455.78
    2007     9     5    442.61
    2007     9    10    440.80
    2007     9    15    430.96
    2007     9    20    437.77
    2007     9    25    441.22
    2007     9    30    460.74
    2007    10     5    507.69
    2007    10    10    541.86
    2007    10    15    588.80
    2007    10    20    659.21
    2007    10    25    751.96
    2007    10    31    857.53
    2007    11     5    917.94
    2007    11    10    966.65
    2007    11    15    986.74
    2007    11    20   1035.71
    2007    11    25   1057.75
    2007    11    30   1086.73
    2007    12     5   1152.05
    2007    12    10   1181.58
    2007    12    15   1208.66
    2007    12    20   1261.01
    2007    12    25   1302.20
    2007    12    31   1336.05
    2008     1     5   1351.48
    2008     1    10   1379.61
    2008     1    15   1403.35
    2008     1    20   1417.05
    2008     1    25   1482.42
    2008     1    31   1477.76
    2008     2     5   1508.78
    2008     2    10   1513.97
    2008     2    15   1500.38
    2008     2    20   1520.02
    2008     2    25   1544.96
    2008     2    28   1550.59
    2008     3     5   1543.39
    2008     3    10   1543.73
    2008     3    15   1534.25
    2008     3    20   1530.15
    2008     3    25   1527.78
    2008     3    31   1513.80
    2008     4     5   1490.20
    2008     4    10   1484.47
    2008     4    15   1449.28
    2008     4    20   1410.93
    2008     4    25   1382.99
    2008     4    30   1367.58
    2008     5     5   1357.93
    2008     5    10   1335.14
    2008     5    15   1307.69
    2008     5    20   1259.84
    2008     5    25   1240.35
    2008     5    31   1221.18
    2008     6     5   1193.48
    2008     6    10   1151.19
    2008     6    15   1123.07
    2008     6    20   1093.25
    2008     6    25   1047.45
    2008     6    30   1005.61
    2008     7     5    958.44
    2008     7    10    920.63
    2008     7    15    869.62
    2008     7    20    828.86
    2008     7    25    771.01
    2008     7    31    732.94
    2008     8     5    672.71
    2008     8    10    628.54
    2008     8    15    590.53
    2008     8    20    566.89
    2008     8    25    515.33
    2008     8    31    490.18
    2008     9     5    470.04
    2008     9    10    467.74
    2008     9    15    471.81
    2008     9    20    477.98
    2008     9    25    490.41
    2008     9    30    530.35
    2008    10     5    584.26
    2008    10    10    673.11
    2008    10    15    757.04
    2008    10    20    831.74
    2008    10    25    888.85
    2008    10    31    944.63
    2008    11     5    985.36
    2008    11    10   1024.95
    2008    11    15   1036.53
    2008    11    20   1081.04
    2008    11    25   1115.89
    2008    11    30   1146.00
    2008    12     5   1188.80
    2008    12    10   1246.11
    2008    12    15   1244.58
    2008    12    20   1250.72
    2008    12    25   1302.28
    2008    12    31   1314.40
    2009     1     5   1348.81
    2009     1    10   1388.56
    2009     1    15   1447.37
    2009     1    20   1441.62
    2009     1    25   1443.22
    2009     1    31   1464.30
    2009     2     5   1483.68
    2009     2    10   1508.62
    2009     2    15   1509.46
    2009     2    20   1502.82
    2009     2    25   1506.55
    2009     2    28   1531.53
    2009     3     5   1533.02
    2009     3    10   1509.48
    2009     3    15   1512.64
    2009     3    20   1516.30
    2009     3    25   1518.47
    2009     3    31   1497.48
    2009     4     5   1474.76
    2009     4    10   1467.97
    2009     4    15   1463.43
    2009     4    20   1452.28
    2009     4    25   1415.70
    2009     4    30   1401.02
    2009     5     5   1384.86
    2009     5    10   1351.05
    2009     5    15   1319.62
    2009     5    20   1291.10
    2009     5    25   1246.83
    2009     5    31   1205.11
    2009     6     5   1177.89
    2009     6    10   1160.89
    2009     6    15   1137.81
    2009     6    20   1094.56
    2009     6    25   1058.92
    2009     6    30   1015.28
    2009     7     5    951.98
    2009     7    10    901.61
    2009     7    15    861.61
    2009     7    20    801.29
    2009     7    25    735.49
    2009     7    31    695.11
    2009     8     5    666.03
    2009     8    10    649.34
    2009     8    15    616.54
    2009     8    20    585.28
    2009     8    25    554.94
    2009     8    31    539.07
    2009     9     5    533.93
    2009     9    10    522.50
    2009     9    15    526.05
    2009     9    20    536.14
    2009     9    25    541.80
    2009     9    30    564.62
    2009    10     5    592.25
    2009    10    10    640.58
    2009    10    15    690.72
    2009    10    20    753.74
    2009    10    25    791.58
    2009    10    31    880.26
    2009    11     5    902.27
    2009    11    10    945.28
    2009    11    15    986.74
    2009    11    20   1033.69
    2009    11    25   1088.66
    2009    11    30   1119.39
    2009    12     5   1162.62
    2009    12    10   1176.70
    2009    12    15   1234.59
    2009    12    20   1268.42
    2009    12    25   1294.81
    2009    12    31   1322.31
    2010     1     5   1340.50
    2010     1    10   1371.02
    2010     1    15   1401.51
    2010     1    20   1407.02
    2010     1    25   1412.56
    2010     1    31   1435.18
    2010     2     5   1448.79
    2010     2    10   1451.47
    2010     2    15   1486.22
    2010     2    20   1490.15
    2010     2    25   1490.35
    2010     2    28   1497.66
    2010     3     5   1534.45
    2010     3    10   1531.29
    2010     3    15   1525.47
    2010     3    20   1524.63
    2010     3    25   1519.04
    2010     3    31   1539.36
    2010     4     5   1520.70
    2010     4    10   1486.71
    2010     4    15   1477.44
    2010     4    20   1461.83
    2010     4    25   1439.19
    2010     4    30   1404.51
    2010     5     5   1355.25
    2010     5    10   1299.33
    2010     5    15   1281.94
    2010     5    20   1242.15
    2010     5    25   1193.96
    2010     5    31   1161.06
    2010     6     5   1138.92
    2010     6    10   1100.44
    2010     6    15   1064.55
    2010     6    20   1007.81
    2010     6    25    957.17
    2010     6    30    904.08
    2010     7     5    879.58
    2010     7    10    850.89
    2010     7    15    823.88
    2010     7    20    771.49
    2010     7    25    735.71
    2010     7    31    679.94
    2010     8     5    638.50
    2010     8    10    613.42
    2010     8    15    589.12
    2010     8    20    555.42
    2010     8    25    527.11
    2010     8    31    512.08
    2010     9     5    484.53
    2010     9    10    474.73
    2010     9    15    480.23
    2010     9    20    471.04
    2010     9    25    516.60
    2010     9    30    555.66
    2010    10     5    606.29
    2010    10    10    663.53
    2010    10    15    718.10
    2010    10    20    767.64
    2010    10    25    801.17
    2010    10    31    856.41
    2010    11     5    905.84
    2010    11    10    955.66
    2010    11    15    980.68
    2010    11    20    992.42
    2010    11    25   1022.76
    2010    11    30   1067.25
    2010    12     5   1117.32
    2010    12    10   1164.85
    2010    12    15   1209.54
    2010    12    20   1217.60
    2010    12    25   1238.70
    2010    12    31   1284.46
    2011     1     5   1331.50
    2011     1    10   1336.02
    2011     1    15   1370.86
    2011     1    20   1376.31
    2011     1    25   1393.36
    2011     1    31   1432.42
    2011     2     5   1433.92
    2011     2    10   1442.54
    2011     2    15   1463.88
    2011     2    20   1468.64
    2011     2    25   1454.54
    2011     2    28   1464.40
    2011     3     5   1478.93
    2011     3    10   1481.30
    2011     3    15   1478.84
    2011     3    20   1461.19
    2011     3    25   1460.88
    2011     3    31   1467.19
    2011     4     5   1436.61
    2011     4    10   1432.19
    2011     4    15   1429.22
    2011     4    20   1402.52
