time(sec)	intensity(nT)
6792.5	52524.0	
6792.0	52518.8	
6791.5	52510.3	
6791.0	52500.8	
6790.5	52495.5	
6790.0	52491.2	
6789.5	52480.0	
6789.0	52486.4	
6788.5	52493.4	
6788.0	52501.1	
6787.5	52511.8	
6787.0	52520.1	
6786.5	52519.1	
6786.0	52512.7	
6785.5	52514.2	
6785.0	52521.7	
6784.5	52526.1	
6784.0	52529.0	
6783.5	52527.7	
6783.0	52518.3	
6782.5	52512.7	
6782.0	52509.7	
6781.5	52493.5	
6781.0	52479.3	
6780.5	52471.8	
6780.0	52462.6	
6779.5	52464.0	
6779.0	52460.0	
6778.5	52450.4	
6778.0	52436.7	
6777.5	52424.1	
6777.0	52412.2	
6776.5	52405.3	
6776.0	52404.8	
6775.5	52399.7	
6775.0	52408.1	
6774.5	52406.1	
6774.0	52391.5	
6773.5	52379.4	
6773.0	52365.2	
6772.5	52364.3	
6772.0	52373.7	
6771.5	52381.3	
6771.0	52392.9	
6770.5	52411.4	
6770.0	52422.9	
6769.5	52429.7	
6769.0	52442.6	
6768.5	52464.2	
6768.0	52447.9	
6767.5	52433.9	
6767.0	52440.4	
6766.5	52448.5	
6766.0	52460.6	
6765.5	52466.1	
6765.0	52471.3	
6764.5	52476.9	
6764.0	52489.5	
6763.5	52494.9	
6763.0	52498.7	
6762.5	52505.9	
6762.0	52519.8	
6761.5	52546.4	
6761.0	52520.2	
6760.5	52490.8	
6760.0	52480.6	
6759.5	52474.5	
6759.0	52476.9	
6758.5	52490.1	
6758.0	52495.9	
6757.5	52498.7	
6757.0	52506.1	
6756.5	52512.1	
6756.0	52502.7	
6755.5	52485.1	
6755.0	52447.6	
6754.5	52359.5	
6754.0	52321.3	
6753.5	52320.9	
6753.0	52333.2	
6752.5	52331.4	
6752.0	52352.0	
6751.5	52402.6	
6751.0	52401.6	
6750.5	52389.4	
6750.0	52407.3	
6749.5	52441.1	
6749.0	52436.7	
6748.5	52428.4	
6748.0	52422.4	
6747.5	52420.6	
6747.0	52418.9	
6746.5	52417.0	
6746.0	52420.0	
6745.5	52422.3	
6745.0	52412.4	
6744.5	52405.5	
6744.0	52399.4	
6743.5	52403.7	
6743.0	52404.3	
6742.5	52400.6	
6742.0	52396.7	
6741.5	52387.6	
6741.0	52371.7	
6740.5	52337.6	
6740.0	52323.7	
6739.5	52319.9	
6739.0	52316.7	
6738.5	52318.5	
6738.0	52318.3	
6737.5	52320.7	
6737.0	52327.0	
6736.5	52341.1	
6736.0	52367.5	
6735.5	52386.9	
6735.0	52403.3	
6734.5	52395.0	
6734.0	52389.0	
6733.5	52393.0	
6733.0	52396.5	
6732.5	52400.2	
6732.0	52396.1	
6731.5	52393.7	
6731.0	52382.5	
6730.5	52379.0	
6730.0	52379.0	
6729.5	52393.6	
6729.0	52422.9	
6728.5	52446.1	
6728.0	52448.3	
6727.5	52452.8	
6727.0	52456.5	
6726.5	52467.1	
6726.0	52476.0	
6725.5	52482.5	
6725.0	52478.0	
6724.5	52476.1	
6724.0	52482.5	
6723.5	52478.4	
6723.0	52458.7	
6722.5	52443.1	
6722.0	52454.6	
6721.5	52474.5	
6721.0	52488.9	
6720.5	52482.6	
6720.0	52431.7	
6719.5	52352.4	
6719.0	52325.1	
6718.5	52314.3	
6718.0	52307.2	
6717.5	52298.2	
6717.0	52280.9	
6716.5	52272.4	
6716.0	52268.1	
6715.5	52264.9	
6715.0	52263.3	
6714.5	52260.5	
6714.0	52264.4	
6713.5	52269.0	
6713.0	52265.3	
6712.5	52264.5	
6712.0	52256.5	
6711.5	52254.4	
6711.0	52256.9	
6710.5	52257.2	
6710.0	52250.1	
6709.5	52246.4	
6709.0	52254.3	
6708.5	52274.2	
6708.0	52285.6	
6707.5	52293.1	
6707.0	52289.8	
6706.5	52279.1	
6706.0	52275.8	
6705.5	52276.4	
6705.0	52275.6	
6704.5	52280.1	
6704.0	52283.8	
6703.5	52285.6	
6703.0	52288.5	
6702.5	52293.4	
6702.0	52299.2	
6701.5	52311.2	
6701.0	52314.8	
6700.5	52309.8	
6700.0	52299.6	
6699.5	52278.3	
6699.0	52271.1	
6698.5	52265.6	
6698.0	52260.4	
6697.5	52264.5	
6697.0	52259.4	
6696.5	52251.8	
6696.0	52254.5	
6695.5	52256.8	
6695.0	52253.8	
6694.5	52250.8	
6694.0	52245.8	
6693.5	52241.7	
6693.0	52232.8	
6692.5	52230.6	
6692.0	52229.0	
6691.5	52232.6	
6691.0	52236.8	
6690.5	52246.6	
6690.0	52255.8	
6689.5	52263.4	
6689.0	52265.2	
6688.5	52263.3	
6688.0	52278.7	
6687.5	52300.7	
6687.0	52320.6	
6686.5	52319.4	
6686.0	52319.3	
6685.5	52319.8	
6685.0	52322.1	
6684.5	52321.5	
6684.0	52322.0	
6683.5	52330.3	
6683.0	52358.8	
6682.5	52388.2	
6682.0	52405.1	
6681.5	52415.1	
6681.0	52418.7	
6680.5	52424.1	
6680.0	52428.5	
6679.5	52423.8	
6679.0	52409.1	
6678.5	52405.1	
6678.0	52398.0	
6677.5	52389.5	
6677.0	52371.1	
6676.5	52353.4	
6676.0	52346.0	
6675.5	52342.6	
6675.0	52339.0	
6674.5	52350.1	
6674.0	52375.3	
6673.5	52397.3	
6673.0	52422.0	
6672.5	52449.0	
6672.0	52480.4	
6671.5	52506.1	
6671.0	52527.6	
6670.5	52541.4	
6670.0	52547.4	
6669.5	52548.5	
6669.0	52547.4	
6668.5	52560.6	
6668.0	52569.4	
6667.5	52578.2	
6667.0	52587.4	
6666.5	52599.9	
6666.0	52609.4	
6665.5	52615.2	
6665.0	52621.1	
6664.5	52623.9	
6664.0	52609.8	
6663.5	52573.0	
6663.0	52542.9	
6662.5	52532.5	
6662.0	52527.8	
6661.5	52527.8	
6661.0	52534.1	
6660.5	52546.4	
6660.0	52583.8	
6659.5	52602.2	
6659.0	52592.1	
6658.5	52575.1	
6658.0	52564.5	
6657.5	52567.5	
6657.0	52587.4	
6656.5	52589.3	
6656.0	52578.9	
6655.5	52584.8	
6655.0	52603.2	
6654.5	52625.6	
6654.0	52652.9	
6653.5	52668.7	
6653.0	52685.5	
6652.5	52719.5	
6652.0	52742.0	
6651.5	52734.0	
6651.0	52724.1	
6650.5	52673.3	
6650.0	52653.9	
6649.5	52640.2	
6649.0	52619.4	
6648.5	52610.2	
6648.0	52620.2	
6647.5	52624.9	
6647.0	52616.6	
6646.5	52600.0	
6646.0	52599.4	
6645.5	52601.4	
6645.0	52607.2	
6644.5	52611.9	
6644.0	52612.5	
6643.5	52606.3	
6643.0	52579.6	
6642.5	52576.1	
6642.0	52594.8	
6641.5	52620.9	
6641.0	52647.0	
6640.5	52647.9	
6640.0	52633.5	
6639.5	52628.8	
6639.0	52623.8	
6638.5	52618.0	
6638.0	52602.1	
6637.5	52575.5	
6637.0	52568.0	
6636.5	52580.1	
6636.0	52592.8	
6635.5	52599.9	
6635.0	52618.5	
6634.5	52630.6	
6634.0	52617.8	
6633.5	52610.2	
6633.0	52591.2	
6632.5	52549.9	
6632.0	52523.4	
6631.5	52514.5	
6631.0	52504.3	
6630.5	52487.2	
6630.0	52471.9	
6629.5	52471.0	
6629.0	52480.1	
6628.5	52488.5	
6628.0	52484.9	
6627.5	52481.6	
6627.0	52480.6	
6626.5	52473.1	
6626.0	52462.8	
6625.5	52460.9	
6625.0	52445.0	
6624.5	52408.1	
6624.0	52337.8	
6623.5	52278.7	
6623.0	52246.1	
6622.5	52239.4	
6622.0	52233.9	
6621.5	52224.0	
6621.0	52197.3	
6620.5	52174.2	
6620.0	52152.3	
6619.5	52102.3	
6619.0	52060.1	
6618.5	52037.3	
6618.0	52046.2	
6617.5	52049.3	
6617.0	52027.7	
6616.5	52041.4	
6616.0	52035.1	
6615.5	52021.9	
6615.0	52015.5	
6614.5	52017.8	
6614.0	52025.4	
6613.5	52061.2	
6613.0	52108.9	
6612.5	52132.8	
6612.0	52138.0	
6611.5	52132.6	
6611.0	52128.1	
6610.5	52140.8	
6610.0	52161.2	
6609.5	52188.0	
6609.0	52205.2	
6608.5	52212.8	
6608.0	52214.6	
6607.5	52211.6	
6607.0	52222.3	
6606.5	52246.4	
6606.0	52277.9	
6605.5	52319.2	
6605.0	52327.9	
6604.5	52341.6	
6604.0	52348.6	
6603.5	52351.8	
6603.0	52350.6	
6602.5	52352.2	
6602.0	52354.9	
6601.5	52353.5	
6601.0	52348.6	
6600.5	52343.6	
6600.0	52345.3	
6599.5	52350.6	
6599.0	52346.9	
6598.5	52337.7	
6598.0	52334.0	
6597.5	52336.9	
6597.0	52340.0	
6596.5	52345.5	
6596.0	52362.5	
6595.5	52365.1	
6595.0	52362.0	
6594.5	52384.7	
6594.0	52408.4	
6593.5	52435.3	
6593.0	52430.0	
6592.5	52422.7	
6592.0	52423.7	
6591.5	52423.6	
6591.0	52410.4	
6590.5	52411.7	
6590.0	52419.3	
6589.5	52406.3	
6589.0	52377.6	
6588.5	52369.4	
6588.0	52367.0	
6587.5	52369.6	
6587.0	52367.4	
6586.5	52372.9	
6586.0	52379.9	
6585.5	52394.8	
6585.0	52412.1	
6584.5	52416.7	
6584.0	52418.8	
6583.5	52419.3	
6583.0	52410.3	
6582.5	52402.0	
6582.0	52412.5	
6581.5	52420.9	
6581.0	52430.5	
6580.5	52447.0	
6580.0	52461.2	
6579.5	52474.7	
6579.0	52492.4	
6578.5	52503.7	
6578.0	52505.6	
6577.5	52496.7	
6577.0	52479.1	
6576.5	52457.2	
6576.0	52460.5	
6575.5	52460.4	
6575.0	52461.8	
6574.5	52468.5	
6574.0	52472.7	
6573.5	52486.9	
6573.0	52495.9	
6572.5	52500.0	
6572.0	52485.0	
6571.5	52465.3	
6571.0	52440.6	
6570.5	52421.5	
6570.0	52414.4	
6569.5	52405.2	
6569.0	52393.4	
6568.5	52387.8	
6568.0	52376.3	
6567.5	52381.1	
6567.0	52401.8	
6566.5	52431.8	
6566.0	52451.3	
6565.5	52457.9	
6565.0	52462.5	
6564.5	52463.4	
6564.0	52443.2	
6563.5	52357.1	
6563.0	52332.8	
6562.5	52322.1	
6562.0	52321.1	
6561.5	52329.2	
6561.0	52333.4	
6560.5	52336.6	
6560.0	52343.0	
6559.5	52337.4	
6559.0	52313.8	
6558.5	52305.5	
6558.0	52306.5	
6557.5	52302.9	
6557.0	52304.3	
6556.5	52300.3	
6556.0	52279.1	
6555.5	52260.6	
6555.0	52257.6	
6554.5	52253.0	
6554.0	52272.4	
6553.5	52290.5	
6553.0	52316.7	
6552.5	52354.3	
6552.0	52401.7	
6551.5	52409.1	
6551.0	52389.5	
6550.5	52367.4	
6550.0	52354.3	
6549.5	52338.1	
6549.0	52317.4	
6548.5	52283.4	
6548.0	52270.3	
6547.5	52268.4	
6547.0	52296.7	
6546.5	52321.1	
6546.0	52321.9	
6545.5	52329.4	
6545.0	52331.9	
6544.5	52341.8	
6544.0	52345.3	
6543.5	52356.2	
6543.0	52372.7	
6542.5	52375.4	
6542.0	52384.3	
6541.5	52386.6	
6541.0	52391.8	
6540.5	52402.2	
6540.0	52408.8	
6539.5	52409.9	
6539.0	52415.8	
6538.5	52421.9	
6538.0	52422.2	
6537.5	52421.1	
6537.0	52422.6	
6536.5	52427.1	
6536.0	52433.3	
6535.5	52429.4	
6535.0	52411.1	
6534.5	52400.9	
6534.0	52400.1	
6533.5	52390.3	
6533.0	52375.2	
6532.5	52366.2	
6532.0	52370.1	
6531.5	52349.0	
6531.0	52324.0	
6530.5	52311.8	
6530.0	52304.3	
6529.5	52281.3	
6529.0	52223.4	
6528.5	52183.7	
6528.0	52135.8	
6527.5	52125.8	
6527.0	52145.6	
6526.5	52145.0	
6526.0	52159.6	
6525.5	52202.7	
6525.0	52240.6	
6524.5	52276.2	
6524.0	52294.3	
6523.5	52293.6	
6523.0	52276.2	
6522.5	52245.5	
6522.0	52211.5	
6521.5	52202.6	
6521.0	52184.2	
6520.5	52205.6	
6520.0	52243.5	
6519.5	52255.0	
6519.0	52284.1	
6518.5	52293.7	
6518.0	52289.3	
6517.5	52280.2	
6517.0	52271.7	
6516.5	52276.6	
6516.0	52287.7	
6515.5	52292.7	
6515.0	52275.6	
6514.5	52276.6	
6514.0	52281.0	
6513.5	52273.6	
6513.0	52264.7	
6512.5	52264.3	
6512.0	52269.7	
6511.5	52272.1	
6511.0	52275.7	
6510.5	52286.7	
6510.0	52298.1	
6509.5	52303.9	
6509.0	52310.1	
6508.5	52314.2	
6508.0	52310.8	
6507.5	52292.0	
6507.0	52265.4	
6506.5	52226.5	
6506.0	52195.6	
6505.5	52190.9	
6505.0	52191.1	
6504.5	52185.0	
6504.0	52175.8	
6503.5	52162.4	
6503.0	52142.2	
6502.5	52122.9	
6502.0	52117.9	
6501.5	52114.5	
6501.0	52122.9	
6500.5	52139.7	
6500.0	52155.5	
6499.5	52172.1	
6499.0	52175.5	
6498.5	52183.5	
6498.0	52195.5	
6497.5	52220.5	
6497.0	52253.3	
6496.5	52280.0	
6496.0	52298.7	
6495.5	52309.7	
6495.0	52313.3	
6494.5	52305.0	
6494.0	52294.9	
6493.5	52298.1	
6493.0	52308.5	
6492.5	52303.7	
6492.0	52249.4	
6491.5	52182.6	
6491.0	52158.7	
6490.5	52157.2	
6490.0	52155.1	
6489.5	52191.1	
6489.0	52195.0	
6488.5	52186.3	
6488.0	52183.6	
6487.5	52182.9	
6487.0	52180.4	
6486.5	52177.2	
6486.0	52201.5	
6485.5	52219.2	
6485.0	52246.9	
6484.5	52300.3	
6484.0	52325.9	
6483.5	52342.7	
6483.0	52343.1	
6482.5	52342.8	
6482.0	52345.6	
6481.5	52347.7	
6481.0	52347.5	
6480.5	52351.0	
6480.0	52358.2	
6479.5	52364.4	
6479.0	52363.2	
6478.5	52355.7	
6478.0	52348.4	
6477.5	52350.3	
6477.0	52357.5	
6476.5	52354.2	
6476.0	52355.7	
6475.5	52369.9	
6475.0	52375.1	
6474.5	52377.7	
6474.0	52374.5	
6473.5	52370.1	
6473.0	52377.4	
6472.5	52391.2	
6472.0	52404.1	
6471.5	52418.5	
6471.0	52415.6	
6470.5	52421.8	
6470.0	52446.0	
6469.5	52519.4	
6469.0	52611.0	
6468.5	52654.0	
6468.0	52688.5	
6467.5	52710.2	
6467.0	52725.7	
6466.5	52745.8	
6466.0	52762.6	
6465.5	52742.5	
6465.0	52714.4	
6464.5	52707.7	
6464.0	52711.2	
6463.5	52715.2	
6463.0	52710.8	
6462.5	52719.3	
6462.0	52721.4	
6461.5	52676.1	
6461.0	52655.6	
6460.5	52656.5	
6460.0	52663.8	
6459.5	52660.0	
6459.0	52655.1	
6458.5	52639.0	
6458.0	52618.8	
6457.5	52584.7	
6457.0	52568.0	
6456.5	52555.2	
6456.0	52548.0	
6455.5	52561.9	
6455.0	52580.5	
6454.5	52577.5	
6454.0	52559.4	
6453.5	52590.3	
6453.0	52625.6	
6452.5	52634.7	
6452.0	52659.5	
6451.5	52698.2	
6451.0	52695.5	
6450.5	52686.3	
6450.0	52726.5	
6449.5	52740.7	
6449.0	52732.9	
6448.5	52714.7	
6448.0	52706.9	
6447.5	52698.4	
6447.0	52639.6	
6446.5	52626.1	
6446.0	52627.2	
6445.5	52629.6	
6445.0	52635.0	
6444.5	52643.1	
6444.0	52625.0	
6443.5	52612.1	
6443.0	52607.5	
6442.5	52606.0	
6442.0	52603.4	
6441.5	52603.5	
6441.0	52590.5	
6440.5	52566.3	
6440.0	52545.8	
6439.5	52523.7	
6439.0	52500.2	
6438.5	52502.4	
6438.0	52521.2	
6437.5	52546.4	
6437.0	52564.1	
6436.5	52570.4	
6436.0	52582.8	
6435.5	52600.9	
6435.0	52603.0	
6434.5	52588.6	
6434.0	52608.2	
6433.5	52601.5	
6433.0	52584.7	
6432.5	52542.2	
6432.0	52470.5	
6431.5	52415.8	
6431.0	52381.6	
6430.5	52364.8	
6430.0	52359.8	
6429.5	52360.9	
6429.0	52361.6	
6428.5	52355.3	
6428.0	52343.8	
6427.5	52327.9	
6427.0	52336.1	
6426.5	52376.7	
6426.0	52394.6	
6425.5	52406.1	
6425.0	52398.6	
6424.5	52385.1	
6424.0	52360.0	
6423.5	52332.8	
6423.0	52306.9	
6422.5	52297.5	
6422.0	52283.9	
6421.5	52271.7	
6421.0	52267.3	
6420.5	52265.5	
6420.0	52261.6	
6419.5	52256.3	
6419.0	52240.5	
6418.5	52193.6	
6418.0	52135.1	
6417.5	52089.0	
6417.0	52078.5	
6416.5	52076.9	
6416.0	52076.1	
6415.5	52078.5	
6415.0	52094.3	
6414.5	52115.5	
6414.0	52095.5	
6413.5	52083.8	
6413.0	52077.3	
6412.5	52076.9	
6412.0	52076.7	
6411.5	52075.3	
6411.0	52079.7	
6410.5	52088.9	
6410.0	52125.3	
6409.5	52193.3	
6409.0	52275.7	
6408.5	52345.1	
6408.0	52348.1	
6407.5	52316.7	
6407.0	52289.8	
6406.5	52271.9	
6406.0	52263.4	
6405.5	52259.0	
6405.0	52250.6	
6404.5	52247.1	
6404.0	52258.8	
6403.5	52267.0	
6403.0	52276.2	
6402.5	52278.6	
6402.0	52281.0	
6401.5	52278.5	
6401.0	52269.9	
6400.5	52257.2	
6400.0	52252.9	
6399.5	52269.8	
6399.0	52272.0	
6398.5	52275.6	
6398.0	52287.9	
6397.5	52290.1	
6397.0	52283.3	
6396.5	52265.5	
6396.0	52270.9	
6395.5	52297.6	
6395.0	52312.0	
6394.5	52318.2	
6394.0	52322.1	
6393.5	52328.2	
6393.0	52332.1	
6392.5	52339.0	
6392.0	52346.9	
6391.5	52351.1	
6391.0	52348.5	
6390.5	52344.5	
6390.0	52361.7	
6389.5	52394.0	
6389.0	52379.1	
6388.5	52283.0	
6388.0	52198.9	
6387.5	52146.0	
6387.0	52124.1	
6386.5	52104.8	
6386.0	52073.1	
6385.5	52049.3	
6385.0	52037.0	
6384.5	52033.8	
6384.0	52026.8	
6383.5	52021.9	
6383.0	52020.9	
6382.5	52025.6	
6382.0	52030.1	
6381.5	52034.1	
6381.0	52040.7	
6380.5	52044.1	
6380.0	52056.4	
6379.5	52057.4	
6379.0	52052.2	
6378.5	52044.1	
6378.0	52053.3	
6377.5	52062.1	
6377.0	52066.5	
6376.5	52069.2	
6376.0	52070.9	
6375.5	52070.3	
6375.0	52080.6	
6374.5	52097.1	
6374.0	52109.1	
6373.5	52112.1	
6373.0	52111.9	
6372.5	52120.1	
6372.0	52127.9	
6371.5	52148.4	
6371.0	52165.2	
6370.5	52154.0	
6370.0	52143.7	
6369.5	52150.1	
6369.0	52193.0	
6368.5	52231.8	
6368.0	52246.9	
6367.5	52260.1	
6367.0	52273.3	
6366.5	52272.1	
6366.0	52264.1	
6365.5	52267.6	
6365.0	52267.7	
6364.5	52260.5	
6364.0	52255.1	
6363.5	52261.1	
6363.0	52267.9	
6362.5	52274.7	
6362.0	52290.4	
6361.5	52338.0	
6361.0	52429.3	
6360.5	52550.0	
6360.0	52601.9	
6359.5	52624.3	
6359.0	52632.8	
6358.5	52643.1	
6358.0	52643.9	
6357.5	52643.9	
6357.0	52632.7	
6356.5	52614.5	
6356.0	52583.9	
6355.5	52581.2	
6355.0	52583.8	
6354.5	52576.8	
6354.0	52567.5	
6353.5	52562.5	
6353.0	52556.3	
6352.5	52555.8	
6352.0	52559.6	
6351.5	52555.8	
6351.0	52546.3	
6350.5	52534.1	
6350.0	52534.3	
6349.5	52525.1	
6349.0	52478.9	
6348.5	52424.9	
6348.0	52384.3	
6347.5	52358.4	
6347.0	52362.6	
6346.5	52368.1	
6346.0	52370.8	
6345.5	52380.4	
6345.0	52404.6	
6344.5	52423.8	
6344.0	52454.1	
6343.5	52479.1	
6343.0	52481.5	
6342.5	52488.6	
6342.0	52498.6	
6341.5	52504.3	
6341.0	52506.0	
6340.5	52505.1	
6340.0	52500.2	
6339.5	52494.1	
6339.0	52493.4	
6338.5	52495.5	
6338.0	52501.5	
6337.5	52524.0	
6337.0	52554.6	
6336.5	52581.3	
6336.0	52612.2	
6335.5	52614.8	
6335.0	52625.6	
6334.5	52641.2	
6334.0	52646.4	
6333.5	52652.0	
6333.0	52671.1	
6332.5	52696.5	
6332.0	52673.6	
6331.5	52643.4	
6331.0	52645.7	
6330.5	52642.9	
6330.0	52637.4	
6329.5	52629.1	
6329.0	52623.2	
6328.5	52611.3	
6328.0	52598.0	
6327.5	52591.0	
6327.0	52583.9	
6326.5	52580.4	
6326.0	52577.6	
6325.5	52566.9	
6325.0	52539.5	
6324.5	52503.1	
6324.0	52504.1	
6323.5	52523.7	
6323.0	52593.5	
6322.5	52606.2	
6322.0	52589.7	
6321.5	52573.2	
6321.0	52559.2	
6320.5	52559.9	
6320.0	52568.8	
6319.5	52571.9	
6319.0	52513.5	
6318.5	52454.8	
6318.0	52453.7	
6317.5	52472.6	
6317.0	52485.4	
6316.5	52486.1	
6316.0	52493.0	
6315.5	52506.2	
6315.0	52509.1	
6314.5	52509.7	
6314.0	52509.4	
6313.5	52511.4	
6313.0	52509.6	
6312.5	52496.4	
6312.0	52480.0	
6311.5	52455.2	
6311.0	52383.6	
6310.5	52340.9	
6310.0	52305.8	
6309.5	52285.5	
6309.0	52283.9	
6308.5	52284.1	
6308.0	52287.9	
6307.5	52259.9	
6307.0	52229.5	
6306.5	52209.8	
6306.0	52206.5	
6305.5	52204.1	
6305.0	52201.1	
6304.5	52216.7	
6304.0	52225.3	
6303.5	52208.5	
6303.0	52204.8	
6302.5	52197.2	
6302.0	52184.3	
6301.5	52173.2	
6301.0	52162.4	
6300.5	52158.3	
6300.0	52163.5	
6299.5	52171.4	
6299.0	52176.7	
6298.5	52186.4	
6298.0	52194.8	
6297.5	52215.5	
6297.0	52217.2	
6296.5	52211.5	
6296.0	52218.3	
6295.5	52226.4	
6295.0	52222.7	
6294.5	52215.0	
6294.0	52215.2	
6293.5	52236.8	
6293.0	52256.0	
6292.5	52271.4	
6292.0	52286.1	
6291.5	52298.6	
6291.0	52299.7	
6290.5	52293.7	
6290.0	52285.3	
6289.5	52276.8	
6289.0	52260.8	
6288.5	52242.5	
6288.0	52236.5	
6287.5	52232.1	
6287.0	52218.7	
6286.5	52209.6	
6286.0	52207.1	
6285.5	52201.0	
6285.0	52204.0	
6284.5	52224.1	
6284.0	52242.9	
6283.5	52270.8	
6283.0	52284.1	
6282.5	52284.5	
6282.0	52279.0	
6281.5	52264.4	
6281.0	52253.3	
6280.5	52248.8	
6280.0	52233.4	
6279.5	52219.0	
6279.0	52202.3	
6278.5	52210.6	
6278.0	52220.3	
6277.5	52228.0	
6277.0	52234.2	
6276.5	52238.0	
6276.0	52249.3	
6275.5	52253.2	
6275.0	52251.8	
6274.5	52271.3	
6274.0	52319.0	
6273.5	52336.9	
6273.0	52350.2	
6272.5	52357.6	
6272.0	52371.0	
6271.5	52384.5	
6271.0	52404.0	
6270.5	52428.9	
6270.0	52436.8	
6269.5	52438.4	
6269.0	52444.1	
6268.5	52458.5	
6268.0	52491.9	
6267.5	52505.3	
6267.0	52510.6	
6266.5	52511.0	
6266.0	52504.6	
6265.5	52499.6	
6265.0	52510.9	
6264.5	52510.3	
6264.0	52490.7	
6263.5	52465.6	
6263.0	52461.6	
6262.5	52459.3	
6262.0	52458.7	
6261.5	52460.6	
6261.0	52464.4	
6260.5	52463.1	
6260.0	52460.5	
6259.5	52469.6	
6259.0	52505.7	
6258.5	52524.6	
6258.0	52524.8	
6257.5	52517.0	
6257.0	52514.8	
6256.5	52510.0	
6256.0	52496.6	
6255.5	52483.6	
6255.0	52468.9	
6254.5	52464.2	
6254.0	52468.1	
6253.5	52453.5	
6253.0	52437.4	
6252.5	52450.1	
6252.0	52460.1	
6251.5	52467.4	
6251.0	52462.5	
6250.5	52462.4	
6250.0	52464.3	
6249.5	52470.2	
6249.0	52469.7	
6248.5	52485.5	
6248.0	52499.9	
6247.5	52505.5	
6247.0	52502.4	
6246.5	52463.9	
6246.0	52413.3	
6245.5	52398.7	
6245.0	52408.8	
6244.5	52441.4	
6244.0	52492.6	
6243.5	52553.2	
6243.0	52566.3	
6242.5	52568.9	
6242.0	52578.0	
6241.5	52575.0	
6241.0	52576.3	
6240.5	52606.3	
6240.0	52643.9	
6239.5	52659.5	
6239.0	52646.4	
6238.5	52642.6	
6238.0	52657.1	
6237.5	52675.3	
6237.0	52684.0	
6236.5	52676.0	
6236.0	52669.6	
6235.5	52662.8	
6235.0	52630.4	
6234.5	52565.6	
6234.0	52512.1	
6233.5	52491.0	
6233.0	52467.4	
6232.5	52448.8	
6232.0	52466.5	
6231.5	52500.7	
6231.0	52529.8	
6230.5	52515.3	
6230.0	52471.0	
6229.5	52432.1	
6229.0	52390.8	
6228.5	52353.5	
6228.0	52315.8	
6227.5	52288.0	
6227.0	52272.3	
6226.5	52273.5	
6226.0	52274.9	
6225.5	52267.7	
6225.0	52259.7	
6224.5	52254.6	
6224.0	52247.6	
6223.5	52242.2	
6223.0	52254.4	
6222.5	52274.3	
6222.0	52295.6	
6221.5	52318.7	
6221.0	52331.7	
6220.5	52339.5	
6220.0	52345.1	
6219.5	52339.3	
6219.0	52326.6	
6218.5	52311.3	
6218.0	52303.4	
6217.5	52311.6	
6217.0	52307.0	
6216.5	52304.0	
6216.0	52308.9	
6215.5	52321.1	
6215.0	52325.7	
6214.5	52345.2	
6214.0	52378.5	
6213.5	52401.9	
6213.0	52410.6	
6212.5	52407.9	
6212.0	52392.4	
6211.5	52367.8	
6211.0	52364.7	
6210.5	52376.5	
6210.0	52380.2	
6209.5	52359.1	
6209.0	52322.5	
6208.5	52301.7	
6208.0	52296.7	
6207.5	52290.1	
6207.0	52290.1	
6206.5	52292.9	
6206.0	52311.2	
6205.5	52309.3	
6205.0	52301.0	
6204.5	52294.2	
6204.0	52281.7	
6203.5	52268.9	
6203.0	52241.9	
6202.5	52191.2	
6202.0	52143.3	
6201.5	52115.9	
6201.0	52106.1	
6200.5	52105.4	
6200.0	52096.7	
6199.5	52078.5	
6199.0	52067.1	
6198.5	52065.8	
6198.0	52070.5	
6197.5	52082.9	
6197.0	52096.0	
6196.5	52106.0	
6196.0	52108.6	
6195.5	52102.2	
6195.0	52106.4	
6194.5	52125.6	
6194.0	52140.9	
6193.5	52151.4	
6193.0	52158.4	
6192.5	52169.1	
6192.0	52200.9	
6191.5	52243.7	
6191.0	52275.9	
6190.5	52282.6	
6190.0	52249.9	
6189.5	52198.5	
6189.0	52180.3	
6188.5	52203.6	
6188.0	52228.3	
6187.5	52262.4	
6187.0	52295.3	
6186.5	52315.1	
6186.0	52327.5	
6185.5	52331.3	
6185.0	52335.3	
6184.5	52344.1	
6184.0	52351.4	
6183.5	52356.6	
6183.0	52365.2	
6182.5	52379.3	
6182.0	52403.6	
6181.5	52422.2	
6181.0	52444.3	
6180.5	52474.1	
6180.0	52509.9	
6179.5	52507.8	
6179.0	52503.0	
6178.5	52502.2	
6178.0	52493.7	
6177.5	52485.2	
6177.0	52480.7	
6176.5	52484.7	
6176.0	52489.5	
6175.5	52487.8	
6175.0	52488.9	
6174.5	52481.4	
6174.0	52465.8	
6173.5	52447.1	
6173.0	52446.7	
6172.5	52446.0	
6172.0	52440.9	
6171.5	52425.6	
6171.0	52409.3	
6170.5	52397.4	
6170.0	52390.6	
6169.5	52378.7	
6169.0	52366.3	
6168.5	52365.8	
6168.0	52370.5	
6167.5	52393.2	
6167.0	52412.2	
6166.5	52421.2	
6166.0	52424.6	
6165.5	52422.8	
6165.0	52424.0	
6164.5	52432.4	
6164.0	52442.0	
6163.5	52453.4	
6163.0	52460.4	
6162.5	52458.1	
6162.0	52449.4	
6161.5	52438.6	
6161.0	52423.3	
6160.5	52402.8	
6160.0	52391.9	
6159.5	52377.7	
6159.0	52362.1	
6158.5	52367.2	
6158.0	52375.6	
6157.5	52380.8	
