time(sec)	intensity(nT)
4418.5	52306.4	
4418.0	52305.3	
4417.5	52306.3	
4417.0	52303.5	
4416.5	52296.4	
4416.0	52293.1	
4415.5	52290.1	
4415.0	52289.9	
4414.5	52276.1	
4414.0	52240.1	
4413.5	52202.3	
4413.0	52171.0	
4412.5	52167.3	
4412.0	52194.7	
4411.5	52238.4	
4411.0	52276.7	
4410.5	52295.2	
4410.0	52300.9	
4409.5	52294.3	
4409.0	52292.1	
4408.5	52338.8	
4408.0	52354.6	
4407.5	52361.7	
4407.0	52365.1	
4406.5	52369.6	
4406.0	52376.5	
4405.5	52370.4	
4405.0	52350.3	
4404.5	52336.1	
4404.0	52323.6	
4403.5	52315.4	
4403.0	52326.7	
4402.5	52333.3	
4402.0	52329.6	
4401.5	52324.4	
4401.0	52323.6	
4400.5	52315.9	
4400.0	52314.2	
4399.5	52320.2	
4399.0	52336.4	
4398.5	52353.3	
4398.0	52370.7	
4397.5	52378.1	
4397.0	52360.5	
4396.5	52343.7	
4396.0	52341.7	
4395.5	52339.4	
4395.0	52337.7	
4394.5	52346.1	
4394.0	52373.6	
4393.5	52379.6	
4393.0	52371.1	
4392.5	52348.5	
4392.0	52347.5	
4391.5	52348.5	
4391.0	52348.6	
4390.5	52339.8	
4390.0	52330.6	
4389.5	52327.5	
4389.0	52322.7	
4388.5	52322.6	
4388.0	52315.6	
4387.5	52304.8	
4387.0	52295.3	
4386.5	52290.2	
4386.0	52283.5	
4385.5	52265.9	
4385.0	52281.8	
4384.5	52309.7	
4384.0	52323.8	
4383.5	52331.5	
4383.0	52333.7	
4382.5	52332.7	
4382.0	52324.4	
4381.5	52321.2	
4381.0	52317.2	
4380.5	52306.2	
4380.0	52300.5	
4379.5	52281.8	
4379.0	52253.4	
4378.5	52235.6	
4378.0	52226.7	
4377.5	52223.0	
4377.0	52227.9	
4376.5	52243.7	
4376.0	52282.1	
4375.5	52313.8	
4375.0	52333.2	
4374.5	52340.4	
4374.0	52338.8	
4373.5	52348.2	
4373.0	52351.8	
4372.5	52354.4	
4372.0	52357.2	
4371.5	52363.6	
4371.0	52379.2	
4370.5	52396.2	
4370.0	52413.7	
4369.5	52427.6	
4369.0	52424.2	
4368.5	52427.4	
4368.0	52439.7	
4367.5	52436.5	
4367.0	52467.0	
4366.5	52504.8	
4366.0	52523.7	
4365.5	52521.3	
4365.0	52500.1	
4364.5	52462.3	
4364.0	52433.8	
4363.5	52421.9	
4363.0	52423.7	
4362.5	52426.4	
4362.0	52429.6	
4361.5	52434.2	
4361.0	52438.6	
4360.5	52432.7	
4360.0	52409.0	
4359.5	52370.1	
4359.0	52360.2	
4358.5	52360.7	
4358.0	52352.5	
4357.5	52334.1	
4357.0	52315.7	
4356.5	52295.5	
4356.0	52275.0	
4355.5	52249.0	
4355.0	52208.7	
4354.5	52196.7	
4354.0	52197.5	
4353.5	52187.4	
4353.0	52173.4	
4352.5	52167.1	
4352.0	52164.5	
4351.5	52164.9	
4351.0	52162.8	
4350.5	52152.3	
4350.0	52151.3	
4349.5	52160.1	
4349.0	52172.5	
4348.5	52183.1	
4348.0	52193.4	
4347.5	52206.5	
4347.0	52210.5	
4346.5	52199.2	
4346.0	52185.8	
4345.5	52181.7	
4345.0	52182.4	
4344.5	52189.0	
4344.0	52199.5	
4343.5	52203.3	
4343.0	52191.1	
4342.5	52168.4	
4342.0	52161.9	
4341.5	52163.9	
4341.0	52160.2	
4340.5	52166.9	
4340.0	52182.1	
4339.5	52206.4	
4339.0	52224.6	
4338.5	52236.4	
4338.0	52234.4	
4337.5	52223.9	
4337.0	52214.1	
4336.5	52215.4	
4336.0	52215.4	
4335.5	52226.6	
4335.0	52255.2	
4334.5	52280.5	
4334.0	52295.7	
4333.5	52319.9	
4333.0	52341.7	
4332.5	52356.9	
4332.0	52355.5	
4331.5	52340.8	
4331.0	52350.6	
4330.5	52366.2	
4330.0	52372.4	
4329.5	52371.5	
4329.0	52358.7	
4328.5	52335.3	
4328.0	52315.7	
4327.5	52308.5	
4327.0	52320.7	
4326.5	52333.3	
4326.0	52339.6	
4325.5	52351.8	
4325.0	52363.9	
4324.5	52367.0	
4324.0	52366.7	
4323.5	52361.0	
4323.0	52354.4	
4322.5	52347.3	
4322.0	52343.1	
4321.5	52346.5	
4321.0	52349.3	
4320.5	52340.4	
4320.0	52331.3	
4319.5	52317.0	
4319.0	52297.6	
4318.5	52280.3	
4318.0	52264.1	
4317.5	52253.3	
4317.0	52249.4	
4316.5	52251.4	
4316.0	52252.4	
4315.5	52238.7	
4315.0	52219.4	
4314.5	52213.3	
4314.0	52203.5	
4313.5	52192.2	
4313.0	52230.9	
4312.5	52296.3	
4312.0	52316.2	
4311.5	52313.4	
4311.0	52299.8	
4310.5	52288.6	
4310.0	52284.6	
4309.5	52266.4	
4309.0	52236.2	
4308.5	52211.5	
4308.0	52202.4	
4307.5	52204.2	
4307.0	52216.9	
4306.5	52224.9	
4306.0	52228.9	
4305.5	52236.4	
4305.0	52232.6	
4304.5	52228.6	
4304.0	52186.6	
4303.5	52170.9	
4303.0	52174.5	
4302.5	52172.3	
4302.0	52166.1	
4301.5	52177.3	
4301.0	52193.9	
4300.5	52208.6	
4300.0	52252.7	
4299.5	52329.3	
4299.0	52353.0	
4298.5	52349.4	
4298.0	52340.3	
4297.5	52338.4	
4297.0	52339.4	
4296.5	52340.1	
4296.0	52351.1	
4295.5	52356.0	
4295.0	52364.9	
4294.5	52387.9	
4294.0	52419.5	
4293.5	52425.2	
4293.0	52442.4	
4292.5	52453.9	
4292.0	52461.4	
4291.5	52465.9	
4291.0	52453.3	
4290.5	52425.8	
4290.0	52383.7	
4289.5	52341.9	
4289.0	52292.4	
4288.5	52266.1	
4288.0	52261.0	
4287.5	52255.6	
4287.0	52260.8	
4286.5	52283.4	
4286.0	52302.6	
4285.5	52318.1	
4285.0	52331.9	
4284.5	52337.7	
4284.0	52337.0	
4283.5	52344.1	
4283.0	52380.6	
4282.5	52423.1	
4282.0	52430.7	
4281.5	52432.9	
4281.0	52444.2	
4280.5	52466.7	
4280.0	52463.3	
4279.5	52442.0	
4279.0	52395.5	
4278.5	52365.9	
4278.0	52351.6	
4277.5	52337.3	
4277.0	52319.5	
4276.5	52309.1	
4276.0	52304.2	
4275.5	52303.8	
4275.0	52313.7	
4274.5	52337.0	
4274.0	52355.0	
4273.5	52354.0	
4273.0	52336.4	
4272.5	52302.5	
4272.0	52254.8	
4271.5	52259.9	
4271.0	52268.8	
4270.5	52278.4	
4270.0	52298.7	
4269.5	52310.6	
4269.0	52302.8	
4268.5	52303.3	
4268.0	52309.2	
4267.5	52319.2	
4267.0	52338.7	
4266.5	52367.8	
4266.0	52385.1	
4265.5	52377.5	
4265.0	52357.7	
4264.5	52349.7	
4264.0	52353.5	
4263.5	52361.4	
4263.0	52368.8	
4262.5	52372.2	
4262.0	52369.7	
4261.5	52363.7	
4261.0	52366.6	
4260.5	52358.9	
4260.0	52340.3	
4259.5	52313.6	
4259.0	52294.8	
4258.5	52289.5	
4258.0	52293.6	
4257.5	52294.9	
4257.0	52288.5	
4256.5	52263.9	
4256.0	52257.5	
4255.5	52258.8	
4255.0	52270.4	
4254.5	52293.6	
4254.0	52325.6	
4253.5	52357.4	
4253.0	52368.2	
4252.5	52373.6	
4252.0	52384.0	
4251.5	52391.4	
4251.0	52387.0	
4250.5	52360.8	
4250.0	52334.3	
4249.5	52315.7	
4249.0	52304.8	
4248.5	52290.0	
4248.0	52276.2	
4247.5	52273.8	
4247.0	52291.4	
4246.5	52288.8	
4246.0	52283.3	
4245.5	52282.6	
4245.0	52278.2	
4244.5	52288.1	
4244.0	52303.7	
4243.5	52314.4	
4243.0	52318.2	
4242.5	52319.6	
4242.0	52313.5	
4241.5	52318.0	
4241.0	52324.6	
4240.5	52331.3	
4240.0	52333.8	
4239.5	52334.2	
4239.0	52330.3	
4238.5	52331.6	
4238.0	52327.1	
4237.5	52320.5	
4237.0	52277.7	
4236.5	52181.4	
4236.0	52166.7	
4235.5	52165.0	
4235.0	52160.7	
4234.5	52154.5	
4234.0	52134.6	
4233.5	52119.4	
4233.0	52114.2	
4232.5	52111.8	
4232.0	52112.8	
4231.5	52119.5	
4231.0	52126.0	
4230.5	52128.7	
4230.0	52128.0	
4229.5	52133.1	
4229.0	52144.8	
4228.5	52155.7	
4228.0	52147.2	
4227.5	52135.7	
4227.0	52128.4	
4226.5	52130.3	
4226.0	52137.0	
4225.5	52149.3	
4225.0	52169.7	
4224.5	52184.3	
4224.0	52196.4	
4223.5	52200.4	
4223.0	52203.4	
4222.5	52212.3	
4222.0	52219.2	
4221.5	52220.4	
4221.0	52226.5	
4220.5	52227.5	
4220.0	52234.8	
4219.5	52247.3	
4219.0	52251.1	
4218.5	52252.4	
4218.0	52255.7	
4217.5	52265.5	
4217.0	52270.8	
4216.5	52269.2	
4216.0	52267.9	
4215.5	52267.4	
4215.0	52263.3	
4214.5	52254.5	
4214.0	52242.1	
4213.5	52218.6	
4213.0	52203.2	
4212.5	52195.1	
4212.0	52182.5	
4211.5	52162.6	
4211.0	52165.8	
4210.5	52173.4	
4210.0	52176.6	
4209.5	52187.3	
4209.0	52194.1	
4208.5	52205.5	
4208.0	52223.5	
4207.5	52223.5	
4207.0	52234.1	
4206.5	52262.1	
4206.0	52278.1	
4205.5	52288.3	
4205.0	52290.5	
4204.5	52293.9	
4204.0	52288.3	
4203.5	52269.7	
4203.0	52260.4	
4202.5	52256.3	
4202.0	52253.0	
4201.5	52235.1	
4201.0	52212.5	
4200.5	52197.3	
4200.0	52182.0	
4199.5	52143.1	
4199.0	52121.8	
4198.5	52127.6	
4198.0	52141.6	
4197.5	52130.1	
4197.0	52079.4	
4196.5	52055.6	
4196.0	52057.2	
4195.5	52054.6	
4195.0	52055.8	
4194.5	52081.3	
4194.0	52116.9	
4193.5	52120.2	
4193.0	52109.0	
4192.5	52114.6	
4192.0	52110.4	
4191.5	52112.9	
4191.0	52123.8	
4190.5	52119.8	
4190.0	52132.9	
4189.5	52147.8	
4189.0	52154.3	
4188.5	52159.1	
4188.0	52160.4	
4187.5	52172.7	
4187.0	52202.0	
4186.5	52206.5	
4186.0	52201.9	
4185.5	52201.4	
4185.0	52201.9	
4184.5	52196.2	
4184.0	52186.7	
4183.5	52190.4	
4183.0	52198.3	
4182.5	52199.4	
4182.0	52186.1	
4181.5	52167.2	
4181.0	52175.1	
4180.5	52195.1	
4180.0	52213.7	
4179.5	52228.1	
4179.0	52241.3	
4178.5	52276.9	
4178.0	52339.1	
4177.5	52468.4	
4177.0	52567.2	
4176.5	52589.2	
4176.0	52593.2	
4175.5	52586.6	
4175.0	52590.9	
4174.5	52619.9	
4174.0	52652.1	
4173.5	52657.8	
4173.0	52650.9	
4172.5	52642.5	
4172.0	52636.5	
4171.5	52627.1	
4171.0	52612.1	
4170.5	52591.3	
4170.0	52575.1	
4169.5	52563.9	
4169.0	52568.5	
4168.5	52582.6	
4168.0	52593.1	
4167.5	52594.8	
4167.0	52584.7	
4166.5	52575.4	
4166.0	52567.7	
4165.5	52563.7	
4165.0	52560.0	
4164.5	52572.6	
4164.0	52577.3	
4163.5	52571.6	
4163.0	52570.1	
4162.5	52569.3	
4162.0	52557.0	
4161.5	52559.4	
4161.0	52565.5	
4160.5	52574.3	
4160.0	52597.3	
4159.5	52607.8	
4159.0	52608.0	
4158.5	52610.6	
4158.0	52614.3	
4157.5	52596.1	
4157.0	52569.0	
4156.5	52541.5	
4156.0	52520.2	
4155.5	52509.6	
4155.0	52508.7	
4154.5	52495.4	
4154.0	52469.3	
4153.5	52455.6	
4153.0	52467.0	
4152.5	52471.2	
4152.0	52466.3	
4151.5	52462.9	
4151.0	52470.7	
4150.5	52501.6	
4150.0	52532.6	
4149.5	52542.5	
4149.0	52554.1	
4148.5	52565.4	
4148.0	52578.8	
4147.5	52589.7	
4147.0	52587.3	
4146.5	52582.7	
4146.0	52570.7	
4145.5	52540.3	
4145.0	52520.2	
4144.5	52496.6	
4144.0	52445.4	
4143.5	52353.0	
4143.0	52289.4	
4142.5	52261.8	
4142.0	52243.4	
4141.5	52254.9	
4141.0	52281.7	
4140.5	52305.9	
4140.0	52340.2	
4139.5	52353.4	
4139.0	52360.0	
4138.5	52356.1	
4138.0	52355.9	
4137.5	52358.5	
4137.0	52359.5	
4136.5	52370.9	
4136.0	52379.4	
4135.5	52397.1	
4135.0	52415.1	
4134.5	52414.8	
4134.0	52411.9	
4133.5	52408.1	
4133.0	52407.2	
4132.5	52415.3	
4132.0	52423.8	
4131.5	52427.9	
4131.0	52432.1	
4130.5	52434.6	
4130.0	52440.8	
4129.5	52442.1	
4129.0	52440.4	
4128.5	52437.0	
4128.0	52423.1	
4127.5	52411.4	
4127.0	52399.6	
4126.5	52384.1	
4126.0	52367.2	
4125.5	52352.9	
4125.0	52344.4	
4124.5	52344.5	
4124.0	52359.0	
4123.5	52373.5	
4123.0	52379.8	
4122.5	52391.1	
4122.0	52397.2	
4121.5	52405.4	
4121.0	52416.0	
4120.5	52423.8	
4120.0	52435.2	
4119.5	52443.4	
4119.0	52449.1	
4118.5	52450.9	
4118.0	52462.9	
4117.5	52466.5	
4117.0	52453.3	
4116.5	52444.1	
4116.0	52442.3	
4115.5	52443.3	
4115.0	52443.3	
4114.5	52442.8	
4114.0	52452.5	
4113.5	52462.5	
4113.0	52474.4	
4112.5	52477.8	
4112.0	52467.9	
4111.5	52455.2	
4111.0	52439.9	
4110.5	52425.0	
4110.0	52400.3	
4109.5	52371.1	
4109.0	52335.4	
4108.5	52297.4	
4108.0	52296.9	
4107.5	52319.7	
4107.0	52360.5	
4106.5	52347.0	
4106.0	52329.4	
4105.5	52339.2	
4105.0	52369.8	
4104.5	52381.6	
4104.0	52382.4	
4103.5	52407.6	
4103.0	52433.0	
4102.5	52440.3	
4102.0	52425.6	
4101.5	52418.8	
4101.0	52417.3	
4100.5	52418.1	
4100.0	52416.6	
4099.5	52418.2	
4099.0	52421.9	
4098.5	52421.3	
4098.0	52420.6	
4097.5	52413.1	
4097.0	52414.3	
4096.5	52421.8	
4096.0	52436.9	
4095.5	52455.4	
4095.0	52467.6	
4094.5	52475.7	
4094.0	52483.8	
4093.5	52493.0	
4093.0	52497.3	
4092.5	52498.5	
4092.0	52497.0	
4091.5	52488.4	
4091.0	52473.1	
4090.5	52455.9	
4090.0	52430.5	
4089.5	52389.7	
4089.0	52364.1	
4088.5	52359.4	
4088.0	52364.8	
4087.5	52367.7	
4087.0	52365.9	
4086.5	52355.5	
4086.0	52333.9	
4085.5	52297.0	
4085.0	52264.7	
4084.5	52246.2	
4084.0	52235.8	
4083.5	52230.7	
4083.0	52224.7	
4082.5	52210.4	
4082.0	52201.4	
4081.5	52193.5	
4081.0	52196.1	
4080.5	52203.0	
4080.0	52207.0	
4079.5	52201.3	
4079.0	52184.6	
4078.5	52174.0	
4078.0	52170.9	
4077.5	52182.9	
4077.0	52199.1	
4076.5	52233.7	
4076.0	52280.8	
4075.5	52272.4	
4075.0	52242.7	
4074.5	52244.3	
4074.0	52249.6	
4073.5	52247.5	
4073.0	52235.2	
4072.5	52226.2	
4072.0	52234.4	
4071.5	52262.4	
4071.0	52279.8	
4070.5	52278.4	
4070.0	52274.8	
4069.5	52269.3	
4069.0	52277.4	
4068.5	52300.3	
4068.0	52357.7	
4067.5	52445.1	
4067.0	52462.9	
4066.5	52457.1	
4066.0	52456.6	
4065.5	52459.0	
4065.0	52444.4	
4064.5	52427.2	
4064.0	52415.2	
4063.5	52387.6	
4063.0	52365.7	
4062.5	52349.1	
4062.0	52353.6	
4061.5	52364.9	
4061.0	52370.4	
4060.5	52378.1	
4060.0	52385.4	
4059.5	52378.7	
4059.0	52373.5	
4058.5	52368.5	
4058.0	52359.9	
4057.5	52348.1	
4057.0	52340.6	
4056.5	52333.5	
4056.0	52330.0	
4055.5	52333.7	
4055.0	52334.5	
4054.5	52330.6	
4054.0	52330.9	
4053.5	52339.5	
4053.0	52347.2	
4052.5	52344.5	
4052.0	52346.1	
4051.5	52336.9	
4051.0	52336.0	
4050.5	52314.3	
4050.0	52280.0	
4049.5	52277.9	
4049.0	52315.2	
4048.5	52376.8	
4048.0	52418.8	
4047.5	52427.5	
4047.0	52415.4	
4046.5	52406.3	
4046.0	52397.5	
4045.5	52393.9	
4045.0	52398.2	
4044.5	52423.9	
4044.0	52449.6	
4043.5	52470.2	
4043.0	52472.1	
4042.5	52470.8	
4042.0	52468.6	
4041.5	52468.6	
4041.0	52466.1	
4040.5	52460.0	
4040.0	52459.8	
4039.5	52460.4	
4039.0	52461.1	
4038.5	52459.7	
4038.0	52452.4	
4037.5	52457.3	
4037.0	52476.1	
4036.5	52476.3	
4036.0	52473.5	
4035.5	52471.5	
4035.0	52463.5	
4034.5	52457.7	
4034.0	52445.1	
4033.5	52441.5	
4033.0	52437.4	
4032.5	52419.6	
4032.0	52401.7	
4031.5	52390.1	
4031.0	52382.5	
4030.5	52370.4	
4030.0	52343.7	
4029.5	52306.0	
4029.0	52279.9	
4028.5	52254.9	
4028.0	52237.2	
4027.5	52196.9	
4027.0	52173.3	
4026.5	52159.2	
4026.0	52155.3	
4025.5	52157.6	
4025.0	52155.0	
4024.5	52147.2	
4024.0	52133.6	
4023.5	52122.0	
4023.0	52109.4	
4022.5	52086.7	
4022.0	52042.6	
4021.5	52002.0	
4021.0	51983.3	
4020.5	51995.4	
4020.0	52014.7	
4019.5	52037.3	
4019.0	52062.8	
4018.5	52089.5	
4018.0	52130.1	
4017.5	52162.9	
4017.0	52207.1	
4016.5	52244.1	
4016.0	52258.0	
4015.5	52266.1	
4015.0	52269.2	
4014.5	52266.7	
4014.0	52254.1	
4013.5	52249.7	
4013.0	52258.1	
4012.5	52257.2	
4012.0	52248.0	
4011.5	52247.6	
4011.0	52253.7	
4010.5	52273.8	
4010.0	52284.6	
4009.5	52293.1	
4009.0	52304.7	
4008.5	52295.9	
4008.0	52289.5	
4007.5	52282.1	
4007.0	52291.4	
4006.5	52295.3	
4006.0	52291.5	
4005.5	52291.0	
4005.0	52293.9	
4004.5	52291.1	
4004.0	52290.9	
4003.5	52294.4	
4003.0	52296.5	
4002.5	52297.8	
4002.0	52288.7	
4001.5	52274.8	
4001.0	52260.8	
4000.5	52247.8	
4000.0	52239.6	
3999.5	52246.5	
3999.0	52239.2	
3998.5	52216.0	
3998.0	52188.6	
3997.5	52188.6	
3997.0	52203.4	
3996.5	52187.6	
3996.0	52176.4	
3995.5	52199.9	
3995.0	52211.6	
3994.5	52210.1	
3994.0	52208.7	
3993.5	52209.1	
3993.0	52215.0	
3992.5	52212.7	
3992.0	52218.0	
3991.5	52228.4	
3991.0	52247.0	
3990.5	52273.2	
3990.0	52268.4	
3989.5	52242.5	
3989.0	52231.0	
3988.5	52251.3	
3988.0	52266.6	
3987.5	52273.1	
3987.0	52285.2	
3986.5	52304.7	
3986.0	52321.1	
3985.5	52333.2	
3985.0	52346.3	
3984.5	52356.6	
3984.0	52362.1	
3983.5	52368.6	
3983.0	52376.1	
3982.5	52382.5	
3982.0	52390.2	
3981.5	52398.9	
3981.0	52405.6	
3980.5	52411.7	
3980.0	52422.9	
3979.5	52441.4	
3979.0	52463.6	
3978.5	52490.0	
3978.0	52517.6	
3977.5	52545.7	
3977.0	52570.9	
3976.5	52587.0	
3976.0	52600.2	
3975.5	52601.9	
3975.0	52601.1	
3974.5	52593.1	
3974.0	52575.9	
3973.5	52552.4	
3973.0	52500.6	
3972.5	52444.6	
3972.0	52430.6	
3971.5	52420.1	
3971.0	52409.7	
3970.5	52391.7	
3970.0	52368.1	
3969.5	52350.0	
3969.0	52353.8	
3968.5	52350.9	
3968.0	52336.4	
3967.5	52311.6	
3967.0	52302.1	
3966.5	52294.1	
3966.0	52292.3	
3965.5	52303.8	
3965.0	52304.5	
3964.5	52303.5	
3964.0	52306.8	
3963.5	52316.1	
3963.0	52317.2	
3962.5	52311.1	
3962.0	52305.3	
3961.5	52300.1	
3961.0	52306.5	
3960.5	52305.5	
3960.0	52301.2	
3959.5	52315.0	
3959.0	52330.5	
3958.5	52356.6	
3958.0	52376.2	
3957.5	52383.8	
3957.0	52389.4	
3956.5	52391.1	
3956.0	52370.4	
3955.5	52345.7	
3955.0	52336.0	
3954.5	52330.6	
3954.0	52330.7	
3953.5	52332.6	
3953.0	52329.7	
3952.5	52334.3	
3952.0	52338.6	
3951.5	52355.0	
3951.0	52364.5	
3950.5	52359.5	
3950.0	52356.5	
3949.5	52353.0	
3949.0	52355.9	
3948.5	52357.3	
3948.0	52343.8	
3947.5	52319.4	
3947.0	52330.3	
3946.5	52322.7	
3946.0	52303.2	
3945.5	52283.4	
3945.0	52282.4	
3944.5	52291.1	
3944.0	52291.0	
3943.5	52288.4	
3943.0	52278.3	
3942.5	52268.5	
3942.0	52265.0	
3941.5	52285.9	
3941.0	52300.9	
3940.5	52324.9	
3940.0	52357.3	
3939.5	52393.8	
3939.0	52392.6	
3938.5	52385.8	
3938.0	52386.2	
3937.5	52390.2	
3937.0	52394.8	
3936.5	52398.3	
3936.0	52397.6	
3935.5	52388.4	
3935.0	52392.3	
3934.5	52392.9	
3934.0	52381.4	
3933.5	52363.2	
3933.0	52362.5	
3932.5	52364.6	
3932.0	52366.9	
3931.5	52372.4	
3931.0	52371.5	
3930.5	52368.9	
3930.0	52362.8	
3929.5	52354.8	
3929.0	52341.3	
3928.5	52322.3	
3928.0	52305.8	
3927.5	52295.8	
3927.0	52272.0	
3926.5	52250.2	
3926.0	52223.9	
3925.5	52196.0	
3925.0	52174.2	
3924.5	52158.0	
3924.0	52134.1	
3923.5	52132.4	
3923.0	52116.9	
3922.5	52083.0	
3922.0	52066.6	
3921.5	52058.0	
3921.0	52045.1	
3920.5	52037.0	
3920.0	52048.4	
3919.5	52071.9	
3919.0	52088.6	
3918.5	52103.4	
3918.0	52110.1	
3917.5	52101.6	
3917.0	52139.2	
3916.5	52207.8	
3916.0	52278.3	
3915.5	52316.5	
3915.0	52342.8	
3914.5	52354.5	
3914.0	52366.5	
3913.5	52359.8	
3913.0	52343.6	
3912.5	52337.1	
3912.0	52313.8	
3911.5	52269.9	
3911.0	52235.0	
3910.5	52228.6	
3910.0	52230.7	
3909.5	52220.5	
3909.0	52197.2	
3908.5	52169.1	
3908.0	52179.9	
3907.5	52213.4	
3907.0	52234.2	
3906.5	52222.2	
3906.0	52211.8	
3905.5	52194.7	
3905.0	52184.9	
3904.5	52178.2	
3904.0	52173.6	
3903.5	52172.4	
3903.0	52174.3	
3902.5	52177.5	
3902.0	52174.3	
3901.5	52184.6	
3901.0	52195.3	
3900.5	52195.7	
3900.0	52188.6	
3899.5	52194.8	
3899.0	52211.2	
3898.5	52222.9	
3898.0	52213.0	
3897.5	52192.6	
3897.0	52178.3	
3896.5	52166.8	
3896.0	52167.9	
3895.5	52173.3	
3895.0	52174.9	
3894.5	52178.2	
3894.0	52167.7	
3893.5	52159.5	
3893.0	52166.0	
3892.5	52172.3	
3892.0	52178.1	
3891.5	52188.0	
3891.0	52192.9	
3890.5	52193.9	
3890.0	52205.8	
3889.5	52240.5	
3889.0	52278.9	
3888.5	52305.8	
3888.0	52337.0	
3887.5	52350.2	
3887.0	52352.9	
3886.5	52353.9	
3886.0	52345.8	
3885.5	52350.8	
3885.0	52365.7	
3884.5	52374.3	
3884.0	52385.5	
3883.5	52422.5	
3883.0	52462.5	
3882.5	52488.5	
3882.0	52509.3	
3881.5	52516.4	
3881.0	52509.2	
3880.5	52498.3	
3880.0	52492.2	
3879.5	52477.1	
3879.0	52460.6	
3878.5	52448.2	
3878.0	52441.7	
3877.5	52444.4	
3877.0	52445.8	
3876.5	52441.9	
3876.0	52438.4	
3875.5	52431.8	
3875.0	52422.2	
3874.5	52431.2	
3874.0	52443.0	
3873.5	52459.5	
3873.0	52456.1	
3872.5	52452.3	
3872.0	52446.5	
3871.5	52432.7	
3871.0	52368.6	
3870.5	52294.0	
3870.0	52248.0	
3869.5	52249.2	
3869.0	52267.7	
3868.5	52262.6	
3868.0	52252.7	
3867.5	52249.1	
3867.0	52250.1	
3866.5	52252.9	
3866.0	52264.5	
3865.5	52280.8	
3865.0	52288.0	
3864.5	52289.1	
3864.0	52268.5	
3863.5	52248.9	
3863.0	52234.1	
3862.5	52216.9	
3862.0	52210.0	
3861.5	52209.0	
3861.0	52222.0	
3860.5	52238.1	
3860.0	52252.9	
3859.5	52262.9	
3859.0	52267.2	
3858.5	52273.7	
3858.0	52289.8	
3857.5	52309.6	
3857.0	52321.7	
3856.5	52332.1	
3856.0	52339.7	
3855.5	52343.5	
3855.0	52344.9	
3854.5	52332.2	
3854.0	52288.4	
3853.5	52234.2	
3853.0	52220.5	
3852.5	52229.9	
3852.0	52238.7	
3851.5	52246.5	
3851.0	52249.0	
3850.5	52245.6	
3850.0	52241.8	
3849.5	52236.0	
3849.0	52233.6	
3848.5	52233.3	
3848.0	52218.7	
3847.5	52206.9	
3847.0	52197.8	
3846.5	52198.4	
3846.0	52209.0	
3845.5	52208.6	
3845.0	52208.4	
3844.5	52208.1	
3844.0	52207.0	
3843.5	52207.1	
3843.0	52212.6	
3842.5	52220.2	
3842.0	52224.7	
3841.5	52230.0	
3841.0	52239.0	
3840.5	52255.6	
3840.0	52279.3	
3839.5	52292.4	
3839.0	52304.8	
3838.5	52315.8	
3838.0	52330.0	
3837.5	52344.7	
3837.0	52358.1	
3836.5	52359.5	
3836.0	52349.0	
3835.5	52325.7	
3835.0	52317.5	
3834.5	52319.2	
3834.0	52314.6	
3833.5	52300.3	
3833.0	52297.3	
3832.5	52290.2	
3832.0	52283.4	
3831.5	52288.5	
3831.0	52280.1	
3830.5	52284.6	
3830.0	52286.1	
3829.5	52275.2	
3829.0	52262.1	
3828.5	52256.7	
3828.0	52258.0	
3827.5	52282.8	
3827.0	52309.7	
3826.5	52310.0	
3826.0	52287.9	
3825.5	52279.3	
3825.0	52265.7	
3824.5	52244.5	
3824.0	52214.0	
3823.5	52195.7	
3823.0	52201.9	
3822.5	52209.6	
3822.0	52207.4	
3821.5	52208.9	
3821.0	52217.1	
3820.5	52210.5	
3820.0	52191.3	
3819.5	52175.7	
3819.0	52176.7	
3818.5	52194.6	
3818.0	52252.0	
3817.5	52354.7	
3817.0	52403.7	
3816.5	52393.9	
3816.0	52384.2	
3815.5	52373.8	
3815.0	52355.8	
3814.5	52345.9	
3814.0	52348.9	
3813.5	52346.9	
3813.0	52342.5	
3812.5	52346.4	
3812.0	52353.9	
3811.5	52355.1	
3811.0	52346.2	
3810.5	52330.7	
3810.0	52323.3	
3809.5	52315.1	
3809.0	52306.5	
3808.5	52309.2	
3808.0	52331.2	
3807.5	52376.5	
3807.0	52435.7	
3806.5	52472.2	
3806.0	52480.0	
3805.5	52469.9	
3805.0	52443.6	
3804.5	52435.5	
3804.0	52445.6	
3803.5	52461.4	
3803.0	52469.7	
3802.5	52468.5	
3802.0	52465.7	
3801.5	52461.9	
3801.0	52455.4	
3800.5	52456.4	
3800.0	52448.9	
3799.5	52441.9	
3799.0	52435.9	
3798.5	52433.3	
3798.0	52441.0	
3797.5	52449.0	
3797.0	52455.0	
3796.5	52464.6	
3796.0	52487.2	
3795.5	52522.3	
3795.0	52548.9	
3794.5	52547.3	
3794.0	52547.1	
3793.5	52538.7	
3793.0	52525.2	
3792.5	52502.5	
3792.0	52499.7	
3791.5	52509.5	
3791.0	52519.6	
3790.5	52523.9	
3790.0	52528.1	
3789.5	52529.5	
3789.0	52528.6	
3788.5	52526.9	
3788.0	52528.7	
3787.5	52542.9	
3787.0	52545.5	
3786.5	52559.0	
3786.0	52595.1	
3785.5	52644.0	
3785.0	52675.8	
3784.5	52693.8	
3784.0	52716.0	
3783.5	52728.2	
